Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Annual_Energy_Use__Kilowatt_Hours_Year__d,Total_Adjusted_Volume__Cubic_Feet__d,Product_Group_Code_Description_s,energy_per_volume,source,adj_volume,annual_energy_use,regexed_model_no,exists_in_other_db
FFRBI1820-36**,DFRBI1820-36**,539.0,24.7,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,21.82186234817814,doe,24.7,539.0,DFRBI1820-36..,False
FFRBI1836-36**,YFRBI1836-36**,458.0,24.7,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,18.54251012145749,doe,24.7,458.0,YFRBI1836-36..,False
FFRBI1836-36**,DFRBI1836-36**,458.0,24.7,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,18.54251012145749,doe,24.7,458.0,DFRBI1836-36..,False
BCD-456WAEASCC,FFRBI1812-33S,460.0,20.2,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,22.772277227722775,doe,20.2,460.0,FFRBI1812-33S,False
BCD-456WAEASCC,FFRBI1899-33B,460.0,20.2,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,22.772277227722775,doe,20.2,460.0,FFRBI1899-33B,False
BCD-456WAEASCC,FFRBI1882-33W,460.0,20.2,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,22.772277227722775,doe,20.2,460.0,FFRBI1882-33W,False
W*TG18***CD#,W*TG18***CD#,399.0,22.2,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.972972972972972,doe,22.2,399.0,W.TG18...CD.,False
WRFS26AB**,WRFS26AB**,685.0,32.1,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,21.339563862928348,doe,32.1,685.0,WRFS26AB..,False
WFRSY22D2*,WFRSY22D2*,640.0,24.7,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,25.910931174089068,doe,24.7,640.0,WFRSY22D2.,False
CUF208WD#*,CUF208WD#*,543.0,36.6,(9.) Upright freezers with automatic defrost without an automatic icemaker,14.836065573770492,doe,36.6,543.0,CUF208WD..,False
CFRR261WD#*,CFRR261WD#*,685.0,32.1,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,21.339563862928348,doe,32.1,685.0,CFRR261WD..,False
BCD-606WAEASCC,GRD 637FFI-SBS,500.0,26.3,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,19.011406844106464,doe,26.3,500.0,GRD 637FFI-SBS,False
BCD-606WAEASCC,VSBS2100EB,500.0,26.3,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,19.011406844106464,doe,26.3,500.0,VSBS2100EB,False
BCD-606WAEASCC,VSBS2100EW,500.0,26.3,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,19.011406844106464,doe,26.3,500.0,VSBS2100EW,False
HD-663FWENZ,13718*,398.0,21.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.86255924170616,doe,21.1,398.0,13718.,False
BCD290,127390,331.0,12.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,27.355371900826448,doe,12.1,331.0,127390,False
BCD290,127392,331.0,12.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,27.355371900826448,doe,12.1,331.0,127392,False
MDTF18SSRPRO,316817160,362.0,21.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.238095238095237,doe,21.0,362.0,316817160,False
MDTF18WHRPRO,316817166,398.0,21.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.952380952380953,doe,21.0,398.0,316817166,False
2215#,2215#,461.0,27.1,(9.) Upright freezers with automatic defrost without an automatic icemaker,17.011070110701105,doe,27.1,461.0,2215.,False
111.2121####,111.2121####,543.0,36.6,(9.) Upright freezers with automatic defrost without an automatic icemaker,14.836065573770492,doe,36.6,543.0,111.2121....,False
2121#,2121#,543.0,36.6,(9.) Upright freezers with automatic defrost without an automatic icemaker,14.836065573770492,doe,36.6,543.0,2121.,False
111.2218####,111.2218####,449.0,31.5,(9.) Upright freezers with automatic defrost without an automatic icemaker,14.253968253968255,doe,31.5,449.0,111.2218....,False
7302#,7302#,685.0,32.1,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,21.339563862928348,doe,32.1,685.0,7302.,False
K*FU015A*D#,K*FU015A*D#,499.0,31.5,(9.) Upright freezers with automatic defrost without an automatic icemaker,15.841269841269842,doe,31.5,499.0,K.FU015A.D.,False
6126#,6126#,437.0,25.2,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.341269841269842,doe,25.2,437.0,6126.,False
6123#,6123#,437.0,25.2,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.341269841269842,doe,25.2,437.0,6123.,False
7049#,7049#,483.0,22.2,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,21.756756756756758,doe,22.2,483.0,7049.,False
111.6049####,111.6049####,399.0,22.2,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.972972972972972,doe,22.2,399.0,111.6049....,False
6049#,6049#,399.0,22.2,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.972972972972972,doe,22.2,399.0,6049.,False
7061#,7061#,483.0,22.1,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,21.8552036199095,doe,22.1,483.0,7061.,False
6061#,6061#,399.0,22.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.054298642533936,doe,22.1,399.0,6061.,False
9908#,9908#,228.0,4.4,(11A.) Compact all-refrigerators - manual defrost,51.81818181818181,doe,4.4,228.0,9908.,False
7333#,7333#,738.0,36.3,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,20.330578512396695,doe,36.3,738.0,7333.,False
7269#,7269#,738.0,36.3,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,20.330578512396695,doe,36.3,738.0,7269.,False
7503#,7503#,698.0,31.4,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,22.229299363057326,doe,31.4,698.0,7503.,False
7076#,7076#,450.0,22.2,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,20.27027027027027,doe,22.2,450.0,7076.,False
7071#,7071#,450.0,22.1,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,20.361990950226243,doe,22.1,450.0,7071.,False
DF1-153,MCBR440S2,252.0,4.4,(11A.) Compact all-refrigerators - manual defrost,57.272727272727266,doe,4.4,252.0,MCBR440S2,False
DF1-153,MCBR440B2,252.0,4.4,(11A.) Compact all-refrigerators - manual defrost,57.272727272727266,doe,4.4,252.0,MCBR440B2,False
UL-BD142-D,POL50CF,210.0,8.6,(18.) Compact chest freezers,24.41860465116279,doe,8.6,210.0,POL50CF,False
UL-BD198-D,POL72CF,235.0,12.3,(18.) Compact chest freezers,19.10569105691057,doe,12.3,235.0,POL72CF,False
BC-73DJ1NA1/HC1(Q),5131220,254.0,2.5,(13A.) Compact all-refrigerators - automatic defrost,101.6,doe,2.5,254.0,5131220,False
BC-73DJ1NA1/HC1(Q),5131221,254.0,2.5,(13A.) Compact all-refrigerators - automatic defrost,101.6,doe,2.5,254.0,5131221,False
FC2-44B,MR1122S,310.0,14.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,22.142857142857142,doe,14.0,310.0,MR1122S,False
2w7bi10,KBSD706M****,772.0,26.3,(7-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,29.35361216730038,doe,26.3,772.0,KBSD706M....,False
2w4ibi01,KBSN708M****,833.0,38.3,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,21.749347258485642,doe,38.3,833.0,KBSN708M....,False
BCD-606WAEASCC,FCR21ACASA-BL,500.0,26.3,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,19.011406844106464,doe,26.3,500.0,FCR21ACASA-BL,False
T30IB905SP,B30BB935SS,470.0,19.4,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,24.226804123711343,doe,19.4,470.0,B30BB935SS,False
T36IB900SP,T36BB910SS,531.0,23.8,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,22.310924369747898,doe,23.8,531.0,T36BB910SS,False
T36IB900SP,T36BB920SS,531.0,23.8,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,22.310924369747898,doe,23.8,531.0,T36BB920SS,False
