ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Load Configuration,Special Type,Additional Washer Features,Intended Market,Volume (cu. ft.),Height (inches),Width (inches),Depth (inches),Integrated Modified Energy Factor (IMEF),US Federal Standard (IMEF),Annual Energy Use (kWh/yr),Integrated Water Factor (IWF),US Federal Standard (IWF),Annual Water Use (gallons/yr),Drum Capacity for the dryer in a Combination All-in-One Washer-Dryer,Heat Pump Technology for the dryer in a Combination All-in-One Washer-Dryer,Combined Energy Factor (CEF) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Annual Energy Use (kWh/yr) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Energy Test Cycle Time (min) for the dryer in a Combination All-in-One Washer-Dryer,Energy Test Cycle Information for the dryer in a Combination All-in-One Washer-Dryer,Calculated Combined Energy Factor - Max Dryness Setting (lbs/kWh) for the dryer in a Combination All-in-One Washer-Dryer,Additional Dryer Features for the dryer in a Combination All-in-One Washer-Dryer,Connected,Connects Using,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Paired ENERGY STAR Clothes Dryer Available,Paired ENERGY STAR Clothes Dryer ENERGY STAR Model Identifier,Date Available On Market,Date Certified,Markets,ENERGY STAR Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria,model_number_modified
2374994,GE,GTW490BMR***,,757638370103,Top Load,,Gentle Cycle,Residential,4.1,,26.8,,2.06,1.29,156,4.3,8.4,5252,,,,,,,,,No,,,,No,,02/22/2021,02/22/2021,Canada,ES_92277_GTW490BMR***_031820210717386_1699983,No,GTW490BMR...
2375000,GE,GTW550BMR***,,757638370127,Top Load,,Gentle Cycle,Residential,4.3,,26.8,,2.08,1.29,164,3.7,8.4,4683,,,,,,,,,No,,,,No,,02/22/2021,02/22/2021,Canada,ES_92277_GTW550BMR***_031820210717165_7444530,No,GTW550BMR...
2333287,GE,GTW560BM***,,757638359092,Top Load,,"Gentle Cycle, Cold Wash, Active Wear, Speed Wash, Casuals, Dark Colors, Bulky Items, Whites, Heavy Duty",Residential,4.3,,26.9,,2.2,1.29,137,3.7,8.4,4726,,,,,,,,,No,,,,No,,01/02/2019,02/11/2019,Canada,ES_1123206_GTW560BM***_02112019161938_1978986,No,GTW560BM...
2333288,GE,GTW575BM***,,757638359108,Top Load,,"Gentle Cycle, Cold Wash, Active Wear, Speed Wash, Casuals, Dark Colors, Bulky Items, Whites, Heavy Duty",Residential,4.3,,26.9,,2.2,1.29,137,3.7,8.4,4726,,,,,,,,,No,,,,No,,01/02/2019,02/11/2019,Canada,ES_1123206_GTW575BM***_02112019161952_1992693,No,GTW575BM...
2375001,GE,GTW580BMR***,,757638370134,Top Load,,Gentle Cycle,Residential,4.3,,26.8,,2.08,1.29,164,3.7,8.4,4683,,,,,,,,,No,,,,No,,02/22/2021,02/22/2021,Canada,ES_92277_GTW580BMR***_031820210717593_7425977,No,GTW580BMR...
2306362,GE,GTW680BMM**,,757638970372,Top Load,,"Gentle Cycle,Other",Residential,4.6,,26.9,,2.16,1.29,165,3.4,8.4,4624,,,,,,,,,No,,,,No,,01/15/2018,11/13/2017,Canada,ES_1123206_GTW680BMM**_11132017183220_7940632,No,GTW680BMM..
2306363,GE,GTW680BMM**,,757638973697,Top Load,,"Gentle Cycle,Other",Residential,4.6,,26.9,,2.16,1.29,165,3.4,8.4,4624,,,,,,,,,No,,,,No,,01/15/2018,11/13/2017,Canada,ES_1123206_GTW680BMM**_11132017183256_7976844,No,GTW680BMM..
2375002,GE,GTW680BMR***,,757638370141,Top Load,,Gentle Cycle,Residential,4.6,,26.8,,2.16,1.29,165,3.4,8.4,4614,,,,,,,,,No,,,,No,,02/22/2021,02/22/2021,Canada,ES_92277_GTW680BMR***_031820210717868_9464251,No,GTW680BMR...
2375003,GE,GTW685BMR***,,757638370381,Top Load,,Gentle Cycle,Residential,4.4,,26.8,,2.09,1.29,156,3.8,8.4,4955,,,,,,,,,No,,,,No,,02/22/2021,02/22/2021,Canada,ES_92277_GTW685BMR***_031820210717787_4075197,No,GTW685BMR...
2396762,GE,GTW690BM***,,757638373029,Top Load,,Delayed Start,Residential,4.6,,26.8,,2.06,1.29,165,3.9,8.4,5292,,,,,,,,,No,,,,No,,05/20/2022,05/23/2022,Canada,ES_92277_GTW690BM***_051620221559241_4512241,No,GTW690BM...
2331686,GE,GUD37EE*N***,",GUD37EEMNDG,Color: Diamond Gray",757638359122,Top Load,,Gentle Cycle,Residential,3.9,,26.8,,2.06,1.29,140,4.3,8.4,4947,,,,,,,,,No,,,,,,12/10/2018,11/30/2018,Canada,ES_1123206_GUD37EE*N***_12172018163621_4581447,No,GUD37EE.N...
2399193,GE,GUD57EE*T***,,757638361606,Top Load,,"Agitator,Gentle Cycle",Residential,3.9,75.7,26.8,30.85,2.06,1.29,140,4.3,8.4,4960,,,,,,,,,No,,,,Yes,ES_92277_GUD57EE*****_072120221855923_6493542,08/01/2022,07/26/2022,Canada,ES_92277_GUD57EE*****_072120221855923_4316951,No,GUD57EE.T...
2344117,GE Adora,GTW495*****,,757638360890,Top Load,,Gentle Cycle,Residential,4.2,,26.9,,2.15,1.29,160,4.0,8.4,4956,,,,,,,,,No,,,,No,,08/19/2019,08/07/2019,Canada,ES_1123206_GTW495*****_08072019164755_6475426,No,GTW495.....
2384072,Insignia,NS-FWM27W1-***,",,* Can be A-Z, a-z, all models are identical except the model name",,Front Load,,Delayed Start,Residential,2.7,,23.4,,2.76,1.84,75,3.2,4.7,2549,,,,,,,,None,No,,,,,,08/18/2021,09/01/2021,"United States, Canada",ES_1059185_NS-FWM27W1-***_09032021002430_8812924,No,NS-FWM27W1-...
2397288,Insignia,NS-FWM45W3***,,,Front Load,,None,Residential,4.5,,27.0,,2.76,1.84,110,3.2,4.7,4248,,,,,,,,,No,,,,,,05/25/2022,06/08/2022,"United States, Canada",ES_1059185_NS-FWM45W3***_060820220311971_7102013,No,NS-FWM45W3...
2374640,Kenmore,111.29142120,",111.2914####,; ,111.2914#,; ,2914#,",,Top Load,,None,Residential,4.5,,270.0,,2.3,1.29,127,3.6,8.4,4779,,,,,,,,,No,,,,Yes,ES_1108205_WTD8BBTWEE_03012021104622_3826562,02/25/2021,03/04/2021,United States,ES_15649_111.29142120_02252021170741_4655878,No,111.29142120
2393593,Kenmore,111.2915####; 111.2915#; 2915#,,,Top Load,,Agitator,Residential,4.4,28.4,27.0,45.8,2.44,1.29,103,3.6,8.4,4673,,,,,,,,,No,,,,No,,02/24/2022,02/10/2022,United States,ES_15649_111.2915####_03042022081442_618402,No,111.2915....; 111.2915.; 2915.
2394992,Almison,ASFW22**A5A,",,** can be replaced by RD, BE, S1, S2, S3, S4, S5, S6, RD, BE, WE or BK, GN or others 2 letters denotes products with different painted color.",,Front Load,,None,Residential,2.2,,23.4,,2.07,1.84,70,4.2,4.7,2726,,,,,,,,,No,,,,,,04/13/2022,04/22/2022,"United States, Canada",ES_1108549_ASFW22**A5A_042220220128180_8271827,No,ASFW22..A5A
2309302,Amana,NFW5800D**,,883049332208,Front Load,,"Pre Soak, Eco Boost, Stain Treat, Fan Fresh",Residential,4.2,,27.0,,2.76,1.84,109,3.2,4.7,3936,,,,,,,,,No,,,,No,,04/15/2015,01/17/2018,"United States, Canada",ES_22856_NFW5800D*+_04252016201435_5275579,No,NFW5800D..
2393379,Avanti,FLW22V0W,,079841212200,Front Load,,"Steam Cycle,Hand Wash Cycle,Sanitize Option,Drum Clean",Residential,2.2,33.25,23.5,23.5,2.07,1.84,110,4.2,4.7,2713,,,,,,,,"Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",No,,,,Yes,ES_92257_FLD40V0W_022520221436163_8591520,03/01/2022,02/26/2022,"United States, Canada",ES_92257_FLW22V0W_022220220906807_9419145,No,FLW22V0W
2332833,Beko,BWM7200X,,8690842162633,Front Load,,"Hand Wash Cycle,Gentle Cycle,Steam feature, Anticrease+",Residential,1.9,,24.0,,2.07,1.84,84,3.6,4.7,2060,,,,,,,,,No,,,,No,,02/01/2019,01/31/2019,"United States, Canada",ES_1036108_BWM7200X_01312019211435_9275573,No,BWM7200X
2318078,Beko,WMY 10148 C2,,8690842009631,Front Load,,None,Residential,2.5,,23.6,,2.29,1.84,82,3.6,4.7,2655,,,,,,,,,No,,,No,Yes,"ES_1036108_DHP24412W_01202017205610_5770588,ES_1036108_DHP24400W_01202017210302_6182999",04/01/2015,04/13/2015,"United States, Canada",ES_1036108_WMY 10148 C2_12192017095327_3193933,No,WMY 10148 C2
2318135,Beko,WTE 7604XLW0,,8690842002052,Front Load,,None,Residential,2.0,,23.6,,2.09,1.84,67,3.5,4.7,2013,,,,,,,,,No,None,None,No,No,,04/01/2015,04/10/2015,"United States, Canada",ES_1036108_WTE 7604XLW0_04082015142803_5956537,No,WTE 7604XLW0
2318129,Blomberg,WM 98200 SX2,,8690842009631,Front Load,,None,Residential,2.5,,23.6,,2.29,1.84,82,3.6,4.7,2655,,,,,,,,,No,,,No,Yes,"ES_1036108_DHP24412W_01202017205610_5770588,ES_1036108_DHP24400W_01202017210302_6182999",04/01/2015,04/13/2015,"United States, Canada",ES_1036108_WM 98200 SX2_12192017095327_9271470,No,WM 98200 SX2
2318079,Blomberg,WM 98400 SX2,,8690842009631,Front Load,,None,Residential,2.5,,23.6,,2.29,1.84,82,3.6,4.7,2655,,,,,,,,,No,,,No,Yes,"ES_1036108_DHP24412W_01202017205610_5770588,ES_1036108_DHP24400W_01202017210302_6182999",04/01/2015,04/13/2015,"United States, Canada",ES_1036108_WM 98400 SX2_12192017095327_9320337,No,WM 98400 SX2
2393702,BREDA,LUWM71200,,739918,Front Load,,"Delayed Start,Gentle Cycle",Residential,1.9,,21.3,,,1.84,100,3.5,4.7,1972,,,,,,,,,No,,,,No,,04/01/2022,03/08/2022,"United States, Canada",ES_1147102_LUWM71200_03102022122138_80097243,No,LUWM71200
2393701,BREDA,LUWM81400,,739919,Front Load,,"Delayed Start,Gentle Cycle",Residential,2.3,,23.4,,,1.84,100,3.5,4.7,2375,,,,,,,,,No,,,,No,,03/01/2022,03/08/2022,"United States, Canada",ES_1147102_LUWM81400_03102022122138_80097243,No,LUWM81400
2393700,BREDA,LUWM91400,,739920,Front Load,,"Delayed Start,Gentle Cycle",Residential,2.3,,23.4,,,1.84,100,3.5,4.7,2375,,,,,,,,,No,,,,Yes,ES_1147102_LUDH92700_01262022121919_80097240,03/01/2022,03/08/2022,"United States, Canada",ES_1147102_LUWM91400_03102022122138_80097243,No,LUWM91400
2309934,Crosley,CFWH4084G**,,883049444338,Front Load,,Clean Washer,Residential,4.2,,27.0,,2.92,1.84,85,3.2,4.7,3936,,,,,,,,,No,,,,No,,02/01/2017,02/02/2018,"United States, Canada",ES_92264_CFWH4084G**_01282017165803_2683820,No,CFWH4084G..
2394858,FINLUX,WM3220WSB,,8698902064408,Front Load,,"Hand Wash Cycle,Steam Cycle,Sanitize Option,Perm Press",Residential,2.2,33.25,23.5,23.5,2.07,1.84,110,4.2,4.7,2713,,,,,,,,"Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",No,,,,Yes,ES_1142648_DR4408SCH_030920221337825_4015285,03/01/2022,04/15/2022,Canada,ES_1142648_WM3220WSB_022220221407641_6680302,No,WM3220WSB
2394859,FINLUX,WM3225DICH,,8698902064491,Front Load,,"Hand Wash Cycle,Steam Cycle,Sanitize Option,Perm Press",Residential,2.2,33.25,23.5,23.5,2.07,1.84,110,4.2,4.7,2713,,,,,,,,"Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",No,,,,Yes,ES_1142648_DR4405WCH_030920221337128_3199057,03/01/2022,04/15/2022,Canada,ES_1142648_WM3225DICH_022220221407657_7939905,No,WM3225DICH
2394861,FINLUX,WM3225WCH,,8698902064415,Front Load,,"Hand Wash Cycle,Steam Cycle,Sanitize Option,Perm Press",Residential,2.2,33.25,23.5,23.5,2.07,1.84,110,4.2,4.7,2713,,,,,,,,"Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",No,,,,Yes,ES_1142648_DR4405WCH_030920221337128_3199057,03/01/2022,04/15/2022,Canada,ES_1142648_WM3225WCH_02222022140745_8173262,No,WM3225WCH
2394860,FINLUX,WM3228SCH,,8698902064422,Front Load,,"Hand Wash Cycle,Steam Cycle,Sanitize Option,Perm Press",Residential,2.2,33.25,23.5,23.5,2.07,1.84,110,4.2,4.7,2713,,,,,,,,"Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",No,,,,Yes,ES_1142648_DR4409DSCH_031420221507222_7090010,03/01/2022,04/15/2022,Canada,ES_1142648_WM3228SCH_022220221407348_1828599,No,WM3228SCH
2300873,Fisher & Paykel,WH2424F1,,822843962358,Front Load,,Steam Cycle,Residential,2.4,,23.4,,2.09,1.84,80,2.8,4.7,1982,,,,,,,,,No,,,,No,,07/30/2017,07/04/2017,"United States, Canada",ES_0031566_WH2424F1_07172017043721_70133503,No,WH2424F1
2300874,Fisher & Paykel,WH2424P1,,822843962365,Front Load,,Hand Wash Cycle,Residential,2.4,,23.4,,2.09,1.84,80,2.8,4.7,1982,,,,,,,,,No,,,,No,,07/30/2017,07/04/2017,"United States, Canada",ES_0031566_WH2424P1_07172017043721_70133503,No,WH2424P1
2394908,Galanz,GLFW22**A5A,",,** can be replaced by RD, BE, S1, S2, S3, S4, S5, S6, RD, BE, WE or BK, GN or others 2 letters denotes products with different painted color.",190873007197,Front Load,,None,Residential,2.2,,23.4,,2.07,1.84,70,4.2,4.7,2726,,,,,,,,,No,,,,,,04/13/2022,04/21/2022,"United States, Canada",ES_1108549_GLFW22**A5A_04132022034402_1811848,No,GLFW22..A5A
2306360,GE,GTW470BMM***,,757638972017,Top Load,,"Gentle Cycle,Other",Residential,4.2,,26.9,,2.15,1.29,160,4.0,8.4,4956,,,,,,,,,No,,,,No,,01/15/2018,11/13/2017,Canada,ES_1123206_GTW470BMM***_11132017183024_7824210,No,GTW470BMM...
2306361,GE,GTW485BMM***,,757638970365,Top Load,,"Gentle Cycle,Other",Residential,4.2,,26.9,,2.15,1.29,160,4.0,8.4,4956,,,,,,,,,No,,,,No,,01/15/2018,11/13/2017,Canada,ES_1123206_GTW485BMM***_11132017183121_7881406,No,GTW485BMM...
2361894,Kenmore,3164*20*,,883049375953,Top Load,,Delay Wash,Residential,6.2,,29.0,,2.06,1.29,298,4.3,8.4,7839,,,,,,,,,No,,,,No,,07/20/2020,03/26/2020,United States,ES_15649_3164*20*_06182020200156_0516715,No,3164.20.
