ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Load Configuration,Special Type,Additional Washer Features,Intended Market,Volume (cu. ft.),Height (inches),Width (inches),Depth (inches),Integrated Modified Energy Factor (IMEF),US Federal Standard (IMEF),Annual Energy Use (kWh/yr),Integrated Water Factor (IWF),US Federal Standard (IWF),Annual Water Use (gallons/yr),Drum Capacity for the dryer in a Combination All-in-One Washer-Dryer,Heat Pump Technology for the dryer in a Combination All-in-One Washer-Dryer,Combined Energy Factor (CEF) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Annual Energy Use (kWh/yr) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Energy Test Cycle Time (min) for the dryer in a Combination All-in-One Washer-Dryer,Energy Test Cycle Information for the dryer in a Combination All-in-One Washer-Dryer,Calculated Combined Energy Factor - Max Dryness Setting (lbs/kWh) for the dryer in a Combination All-in-One Washer-Dryer,Additional Dryer Features for the dryer in a Combination All-in-One Washer-Dryer,Connected,Connects Using,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Paired ENERGY STAR Clothes Dryer Available,Paired ENERGY STAR Clothes Dryer ENERGY STAR Model Identifier,Date Available On Market,Date Certified,Markets,ENERGY STAR Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria
2310163,Electrolux,EFLW427****,,012505387258;12505387258,Front Load,,None,Residential,4.3,,27.0,,2.92,1.84,60,3.2,4.7,4059,,,,,,,,,No,,,,Yes,ES_1021080_EFME427****_02222018171459_9699389,01/19/2018,03/01/2016,"United States, Canada",ES_1021080_EFLW427****_02072018120848_70172556,Yes
2358143,Electrolux,ELFW4222***,,012505387623;12505387623,Front Load,,Sanitize Option,Residential,2.4,,23.5,,2.13,1.84,90,3.8,4.7,2690,,,,,,,,,No,,,,Yes,ES_1021080_ELFE4222***_03112020133341_3621099,05/01/2020,04/10/2020,"United States, Canada",ES_1021080_ELFW4222***_04162020102016_80040348,No
2378412,Electrolux,ELFW7337***,,012505388392;12505388392,Front Load,,"Delayed Start,Gentle Cycle",Residential,4.4,38.00,27.0,32.00,2.76,1.84,50,3.2,4.7,4154,,,,,,,,None,No,,,,Yes,ES_1021080_ELFE7337***_062820211816680_1356139,07/01/2021,05/19/2021,"United States, Canada",ES_1021080_ELFW7337***_05252021015644_80075233,No
2378411,Electrolux,ELFW7437***,,012505388408;12505388408,Front Load,,"Steam Cycle,Delayed Start,Sanitize Option,Gentle Cycle",Residential,4.5,38.00,27.0,32.00,2.92,1.84,85,3.2,4.7,4248,,,,,,,,None,No,,,,Yes,ES_1021080_ELFE7437***_062820211816942_5919809,07/01/2021,05/19/2021,"United States, Canada",ES_1021080_ELFW7437***_05252021015644_80075233,Yes
2378410,Electrolux,ELFW7537***,,012505388446;12505388446;12505388453,Front Load,,"Steam Cycle,Delayed Start,Sanitize Option,Gentle Cycle",Residential,4.5,38.00,27.0,32.00,2.92,1.84,85,3.2,4.7,4248,,,,,,,,None,No,,,,Yes,ES_1021080_ELFE7537***_062820211816231_3995877,07/01/2021,05/19/2021,"United States, Canada",ES_1021080_ELFW7537***_05252021015644_80075233,Yes
2378409,Electrolux,ELFW7637***,,012505388521;12505388521;12505388538,Front Load,,"Steam Cycle,Delayed Start,Sanitize Option,Gentle Cycle",Residential,4.5,38.00,27.0,32.00,2.92,1.84,85,3.2,4.7,4248,,,,,,,,None,No,,,,Yes,ES_1021080_ELFE7637***_062820211816181_3625903,07/01/2021,05/19/2021,"United States, Canada",ES_1021080_ELFW7637***_05252021015644_80075233,Yes
2448289,ELEMENT,EFL2724BW,,810649030906,Front Load,,None,Residential,2.7,,23.4,,2.76,1.84,75,3.2,4.7,2549,,,,,,,,,No,,,,,,02/06/2023,03/24/2023,United States,ES_1145034_EFL2724BW_032420230635383_5933236,No
2448288,ELEMENT,EFL4527BW,,810649030876,Front Load,,None,Residential,4.6,,34.2,,2.76,1.84,110,3.2,4.7,4305,,,,,,,,,No,,,,,,02/06/2023,03/24/2023,United States,ES_1145034_EFL4527BW_032420230713491_1707974,No
2406487,Equator Advanced Appliances,CW 2240 B,,747037122335,Front Load,,"Steam Cycle,Hand Wash Cycle,Sanitize Option",Residential,2.2,33.25,23.5,23.50,2.07,1.84,110,4.2,4.7,2713,,,,,,,,,No,,,,Yes,ES_40188_CD 4040 B_121420221622395_2181150,03/01/2023,01/04/2023,"United States, Canada",ES_Equator Appliances_CW 2240 B_121420221552655_2827439,No
2406486,Equator Advanced Appliances,CW 2240 W,,747037122113,Front Load,,"Steam Cycle,Hand Wash Cycle,Sanitize Option",Residential,2.2,33.25,23.5,23.50,2.07,1.84,110,4.2,4.7,2713,,,,,,,,,No,,,,Yes,ES_40188_CD 4040 W_121420221622708_9727238,03/01/2023,01/02/2023,"United States, Canada",ES_Equator Appliances_CW 2240 W_121420221552744_6961679,No
2394858,FINLUX,WM3220WSB,,8698902064408,Front Load,,"Hand Wash Cycle,Steam Cycle,Sanitize Option,Perm Press",Residential,2.2,33.25,23.5,23.50,2.07,1.84,110,4.2,4.7,2713,,,,,,,,"Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",No,,,,Yes,ES_1142648_DR4408SCH_030920221337825_4015285,03/01/2022,04/15/2022,Canada,ES_1142648_WM3220WSB_022220221407641_6680302,No
2394859,FINLUX,WM3225DICH,,8698902064491,Front Load,,"Hand Wash Cycle,Steam Cycle,Sanitize Option,Perm Press",Residential,2.2,33.25,23.5,23.50,2.07,1.84,110,4.2,4.7,2713,,,,,,,,"Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",No,,,,Yes,ES_1142648_DR4405WCH_030920221337128_3199057,03/01/2022,04/15/2022,Canada,ES_1142648_WM3225DICH_022220221407657_7939905,No
2394861,FINLUX,WM3225WCH,,8698902064415,Front Load,,"Hand Wash Cycle,Steam Cycle,Sanitize Option,Perm Press",Residential,2.2,33.25,23.5,23.50,2.07,1.84,110,4.2,4.7,2713,,,,,,,,"Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",No,,,,Yes,ES_1142648_DR4405WCH_030920221337128_3199057,03/01/2022,04/15/2022,Canada,ES_1142648_WM3225WCH_02222022140745_8173262,No
2394860,FINLUX,WM3228SCH,,8698902064422,Front Load,,"Hand Wash Cycle,Steam Cycle,Sanitize Option,Perm Press",Residential,2.2,33.25,23.5,23.50,2.07,1.84,110,4.2,4.7,2713,,,,,,,,"Sanitization cycle,Filter cleaning indicator,Drum light,Wrinkle prevention option,Time remaining display,Energy monitor/indicator",No,,,,Yes,ES_1142648_DR4409DSCH_031420221507222_7090010,03/01/2022,04/15/2022,Canada,ES_1142648_WM3228SCH_022220221407348_1828599,No
2300873,Fisher & Paykel,WH2424F1,,822843962358,Front Load,,Steam Cycle,Residential,2.4,,23.4,,2.09,1.84,80,2.8,4.7,1982,,,,,,,,,No,,,,No,,07/30/2017,07/04/2017,"United States, Canada",ES_0031566_WH2424F1_07172017043721_70133503,No
2300874,Fisher & Paykel,WH2424P1,,822843962365,Front Load,,Hand Wash Cycle,Residential,2.4,,23.4,,2.09,1.84,80,2.8,4.7,1982,,,,,,,,,No,,,,No,,07/30/2017,07/04/2017,"United States, Canada",ES_0031566_WH2424P1_07172017043721_70133503,No
2361592,Frigidaire,FWFX21D4EW,,012505388293,Front Load,,Anti-Wrinkle,Residential,4.3,,27.0,,2.76,1.84,60,3.2,4.7,4059,,,,,,,,,No,,,,Yes,ES_1021080_FDEX21E4EW_06082020171542_6542906,06/15/2020,06/09/2020,United States,ES_1021080_FWFX21D4EW_06122020043751_80045558,No
2393288,Frigidaire,FWFX22D4EW,,012505388637,Front Load,,"Delayed Start,Gentle Cycle",Residential,4.4,38.00,27.0,32.00,2.76,1.84,50,3.2,4.7,4154,,,,,,,,None,No,,,,Yes,ES_1021080_ELFE7337***_030820222037470_3587891,03/11/2022,02/23/2022,United States,ES_1021080_FWFX22D4EW_02242022115137_80116962,No
2361238,Gaggenau,WM262700,,825225955573,Front Load,,"Delayed Start,Hand Wash Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle",Residential,2.2,,24.0,,2.22,1.84,84,3.7,4.7,2358,,,,,,,,,Yes,Wi-Fi,,,Yes,ES_31649_WT262700_02192019145237_7770807,09/01/2017,06/02/2020,"United States, Canada",ES_31649_WM262700_05272020071117_3249475,No
2394908,Galanz,GLFW22**A5A,",,** can be replaced by RD, BE, S1, S2, S3, S4, S5, S6, RD, BE, WE or BK, GN or others 2 letters denotes products with different painted color.",190873007197,Front Load,,None,Residential,2.2,,23.4,,2.07,1.84,70,4.2,4.7,2726,,,,,,,,,No,,,,,,04/13/2022,04/21/2022,"United States, Canada",ES_1108549_GLFW22**A5A_04132022034402_1811848,No
2324849,GE,GFW148S*M***,",,Color: White / White",084691826651,Front Load,,"Gentle Cycle,Steam Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle",Residential,2.4,,23.4,,2.07,1.84,97,4.2,4.7,2961,,,,,,,,,No,,,,Yes,ES_1123206_GFT14ES*M***_08292018161048_9048548,08/27/2018,08/27/2018,"United States, Canada",ES_1123206_GFW148S*M***_08272018155407_5247195,No
2306813,GE,GFW450S*M***,",GFW450SPMDG,; ,GFW450SSMWW,",084691826576,Front Load,,"Gentle Cycle,Delayed Start,Sanitize Option,Hand Wash Cycle",Residential,4.5,,27.0,,2.76,1.84,116,3.2,4.7,4220,,,,,,,,,No,,,,,,12/04/2017,11/27/2017,"United States, Canada",ES_1123206_GFW450S*M***_11272017202142_4102375,No
2351443,GE,GFW510S*N***,",GFW510SCNWW,Color: White; UPC 084691849377",084691849377,Front Load,,"Delayed Start,Sanitize Option,Gentle Cycle",Residential,4.5,,28.0,,2.76,1.84,150,3,4.7,3983,,,,,,,,,No,,,,Yes,"ES_1123206_GFV55ES*N***_03112020143611_7371251, ES_1123206_GFV55ES*N***_03112020143551_7351317",01/13/2020,12/18/2019,"United States, Canada",ES_1123206_GFW510S*N***_12182019134400_6640243,No
2508135,GE,GFW510S*V***,",GFW510SCVWW,",084691928034,Front Load,,Sanitize Option,Residential,4.6,39.80,28.0,32.00,2.76,1.84,150,3,4.7,4044,,,,,,,,,No,,,,No,,06/16/2023,06/08/2023,United States,ES_1123206_GFW510S*V***_06072023154253_8130897,No
2350140,GE,GFW550S*N***,",GFW550SPNDG,Color: Diamond Gray; UPC 084691849322; ,GFW550SSNWW,Color: White; UPC 084691849339",,Front Load,,"Delayed Start,Sanitize Option,Gentle Cycle",Residential,4.8,,28.0,,2.76,1.84,158,3,4.7,4239,,,,,,,,,No,,,,Yes," ES_1123206_GFD55ES*N***_01282020203606_3766726, ES_1123206_GFV55ES*N***_03112020143551_7351317,ES_1123206_GFD55ES*N***_01282020203519_3719066, ES_1123206_GFV55ES*N***_03112020143611_7371251",11/25/2019,11/21/2019,"United States, Canada",ES_1123206_GFW550S*N***_11212019143018_6618069,No
2389000,GE,GFW550S*R***,",GFW550SPRRS,Sapphire Blue",084691881186,Front Load,,Sanitize Option,Residential,4.8,39.75,28.0,32.00,2.76,1.84,158,3,4.7,4239,,,,,,,,,No,,,,Yes,"ES_1123206_GFD55ES*N***_01282020203519_3719066, ES_1123206_GFD55ES*N***_01282020203606_3766726, ES_1123206_GFD55GS*N***_02112020185320_7200902",12/14/2021,12/08/2021,"United States, Canada",ES_1123206_GFW550S*R***_120620210917635_3407642,No
2346259,GE,GFW650S*N***,"H48F_4_NA,GFW650SPNSN,Color: Nickel; UPC 084691849308; H48F_4_NA,GFW650SSNWW,Color: White; UPC 084691849315",084691849315,Front Load,,"Steam Cycle,Delayed Start,Sanitize Option,Gentle Cycle",Residential,4.8,,28.0,,2.76,1.84,158,3,4.7,4239,,,,,,,,,No,,,,Yes," ES_1123206_GFD65ES*N***_10172019151040_5040437,ES_1123206_GFD65ES*N***_10172019150732_4852672",09/16/2019,09/12/2019,"United States, Canada",ES_1123206_GFW650S*N***_09122019155821_3901966,No
2495045,GE,GFW655S*V***,",GFW655SPVDS,; ,GFW655SSVWW,",084691928065;084691928072,Front Load,,Sanitize Option,Residential,5,39.80,28.0,32.00,2.76,1.84,158,3,4.7,4425,,,,,,,,,No,,,,No,,05/29/2023,05/23/2023,"United States, Canada",ES_1123206_GFW655S*V***_052220231557191_8390438,No
2346625,GE,GFW850S*N***,",GFW850SPNDG,Color: Nickel; UPC 084691849360; ,GFW850SPNRS,Color: Sapphire; UPC 084691849346; ,GFW850SSNWW,Color: White; UPC 084691849292",084691849292,Front Load,,"Steam Cycle,Delayed Start,Sanitize Option,Gentle Cycle",Residential,5,,28.0,,2.76,1.84,158,3,4.7,4460,,,,,,,,,No,,,,Yes,"ES_1123206_GFD85ES*N***_10172019150044_4444982, ES_1123206_GFD85GS*N***_12112019174131_6091607",09/19/2019,09/17/2019,"United States, Canada",ES_1123206_GFW850S*N***_09182019105700_4220025,No
2306360,GE,GTW470BMM***,,757638972017,Top Load,,"Gentle Cycle,Other",Residential,4.2,,26.9,,2.15,1.29,160,4,8.4,4956,,,,,,,,,No,,,,No,,01/15/2018,11/13/2017,Canada,ES_1123206_GTW470BMM***_11132017183024_7824210,No
2306361,GE,GTW485BMM***,,757638970365,Top Load,,"Gentle Cycle,Other",Residential,4.2,,26.9,,2.15,1.29,160,4,8.4,4956,,,,,,,,,No,,,,No,,01/15/2018,11/13/2017,Canada,ES_1123206_GTW485BMM***_11132017183121_7881406,No
2310625,GE,GTW490ACJ2WS,",GTW490ACJ2WW,",84691815884,Top Load,,Gentle Cycle,Residential,4.4,,27.0,,2.07,1.29,133,4.1,8.4,5273,,,,,,,,,No,,,,No,,07/11/2016,02/12/2018,United States,ES_1123206_GTW490ACJ2WS_07082016164117_6077407,No
2310626,GE,GTW490ACJ3WS,",GTW490ACJ3WW,",84691815884,Top Load,,Gentle Cycle,Residential,4.4,,27.0,,2.07,1.29,133,4.1,8.4,5273,,,,,,,,,No,,,,No,,12/12/2016,02/12/2018,United States,ES_1123206_GTW490ACJ3WS_12122016183244_7564196,No
2300603,GE,GTW490ACJ4WS,",GTW490ACJ4WW,",084691815884,Top Load,,Gentle Cycle,Residential,4.4,,26.9,,2.07,1.29,133,4.1,8.4,5322,,,,,,,,,No,,,,No,,08/10/2017,07/17/2017,United States,ES_1123206_GTW490ACJ4WS_07172017153609_5769395,No
2319462,GE,GTW490ACJ5WS,,084691815884,Top Load,,Gentle Cycle,Residential,4.4,,27.0,,2.07,1.29,133,4.1,8.4,5273,,,,,,,,,No,,,,No,,05/15/2018,05/07/2018,United States,ES_1123206_GTW490ACJ5WS_05072018173126_4286987,No
2319463,GE,GTW490ACJ5WW,,084691812012,Top Load,,Gentle Cycle,Residential,4.4,,27.0,,2.07,1.29,133,4.1,8.4,5273,,,,,,,,,No,,,,No,,05/15/2018,05/07/2018,United States,ES_1123206_GTW490ACJ5WW_05072018173157_4317660,No
2384708,GE,GTW490ACJ6WS,",,Color: White / Silver",084691815884,Top Load,,Impeller,Residential,4.4,44.00,27.0,27.00,2.07,1.29,133,4.1,8.4,5322,,,,,,,,,No,,,,No,,05/11/2021,09/28/2021,United States,ES_1123206_GTW490ACJ6WS_092720211517680_5420561,No
2384709,GE,GTW490ACJ6WW,",,Color: White / White",084691812012,Top Load,,Impeller,Residential,4.4,44.00,27.0,27.00,2.07,1.29,133,4.1,8.4,5322,,,,,,,,,No,,,,No,,05/12/2021,09/28/2021,United States,ES_1123206_GTW490ACJ6WW_092720211517456_7748112,No
2392843,GE,GTW490ACJ7WS,",,Color: White / Silver",084691815884,Top Load,,Impeller,Residential,4.4,44.00,27.0,27.00,2.07,1.29,133,4.1,8.4,5322,,,,,,,,,No,,,,No,,02/14/2022,09/28/2021,United States,ES_1123206_GTW490ACJ7WS_020820221230443_9870428,No
2392844,GE,GTW490ACJ7WW,",,Color: White / White",084691812012,Top Load,,Impeller,Residential,4.4,44.00,27.0,27.00,2.07,1.29,133,4.1,8.4,5322,,,,,,,,,No,,,,No,,05/12/2021,09/28/2021,United States,ES_1123206_GTW490ACJ7WW_020820221234559_9776541,No
2310402,Kenmore,2913*41*,,883049334738,Top Load,,"Pre Wash, Deep Fill, Timed Oxi, Fabric Softener, Stain Boost",Residential,5.3,,27.0,,2.06,1.29,195,4.3,8.4,6698,,,,,,,,,No,,,,No,,02/23/2015,02/08/2018,"United States, Canada",ES_15649_2913*41*_02092018170416_5856072,No
2308536,Kenmore,3143#,,,Top Load,,"Steam Cycle,Delayed Start,Anti-Wrinkle,Sanitize Option",Residential,5,,27.0,,2.38,1.29,150,3.7,8.4,5479,,,,,,,,,No,,,,No,,11/02/2017,12/18/2017,"United States, Canada",ES_1118034_3143#_12192017024232_70163137,No
2352037,Kenmore,3145#,,,Top Load,,None,Residential,4.5,,27.0,,2.06,1.29,220,4.3,8.4,5721,,,,,,,,,No,,,,No,,12/18/2019,12/18/2019,"United States, Canada",ES_0015649_3145#_12272019010502_80028883,No
2310478,Kenmore,3155#,,,Top Load,,"Steam Cycle,Sanitize Option",Residential,5.2,,27.0,,2.38,1.29,130,3.7,8.4,5643,,,,,,,,,No,,,,No,,06/24/2016,02/08/2018,"United States, Canada",ES_15649_3155#_02092018060252_70172585,No
2310411,Kenmore,3163*61*,,883049375939,Top Load,,"Delayed Start,Steam Cycle,Deep Fill",Residential,6.2,,29.0,,2.06,1.29,271,4.3,8.4,7827,,,,,,,,,No,,,,Yes," ES_15649_7163261*_04282016172629_4389962,ES_15649_6163261*_04282016163247_1167684",04/04/2016,02/08/2018,"United States, Canada",ES_15649_3163*61*_02092018170522_5922392,No
2361894,Kenmore,3164*20*,,883049375953,Top Load,,Delay Wash,Residential,6.2,,29.0,,2.06,1.29,298,4.3,8.4,7839,,,,,,,,,No,,,,No,,07/20/2020,03/26/2020,United States,ES_15649_3164*20*_06182020200156_0516715,No
2355251,Kenmore,3165*20*,,883049582436,Top Load,,"Delayed Start,Clean Washer With Affresh, Cold Clean, Express",Residential,5.3,,27.0,,2.06,1.29,270,4.3,8.4,6736,,,,,,,,,No,,,,Yes,ES_15649_6165*20*_02202020201902_9942650,04/01/2020,01/13/2020,United States,ES_15649_3165*20*_01132020180012_8412525,No
2351914,Kenmore,3171#,,,Top Load,,None,Residential,5.5,,27.0,,2.76,1.29,130,3.2,8.4,5145,,,,,,,,,No,,,,No,,12/11/2019,12/04/2019,"United States, Canada",ES_0015649_3171#_12232019070950_80028883,No
2351913,Kenmore,3177#,,,Top Load,,None,Residential,5.5,,27.0,,2.76,1.29,150,3.2,8.4,5145,,,,,,,,,No,,,,No,,12/11/2019,12/04/2019,"United States, Canada",ES_0015649_3177#_12232019070950_80028883,No
2347077,Kenmore,4107#,,,Front Load,,None,Residential,5.2,,29.0,,2.92,1.84,120,3.2,4.7,4899,,,,,,,,,No,,,,No,,09/24/2019,09/19/2019,"United States, Canada",ES_0015649_4107#_09242019045556_80018520,Yes
2310500,Kenmore,4126#,,,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,90,3.2,4.7,4220,,,,,,,,,No,,,,No,,07/29/2016,02/09/2018,"United States, Canada",ES_15649_4126#_02092018060252_70172585,Yes
2345935,Kenmore,4136#,,,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,100,2.9,4.7,3833,,,,,,,,,No,,,,No,,09/04/2018,09/03/2019,"United States, Canada",ES_0015649_4136#_09042019082505_80016671,Yes
2345994,Kenmore,4146#,,,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,100,2.9,4.7,3833,,,,,,,,,No,,,,No,,09/05/2019,09/05/2019,"United States, Canada",ES_1118034_4146#_09062019124237_80017072,Yes
2340664,Kenmore,4156#,,,Front Load,,None,Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3850,,,,,,,,,No,,,,No,,06/28/2019,06/28/2019,"United States, Canada",ES_1118034_4156#_07022019021426_80009619,Yes
2306857,Kenmore,4178#,,,Front Load,,"Steam Cycle,Sanitize Option",Residential,4.5,,27.0,,2.76,1.84,160,3.2,4.7,4201,,,,,,,,,No,,,,No,,12/21/2017,11/27/2017,"United States, Canada",ES_1118034_4178#4_11282017034959_70164576,No
2310506,Kenmore,4196#,,,Front Load,,None,Residential,5.2,,29.0,,2.92,1.84,100,3.2,4.7,4880,,,,,,,,,No,,,,No,,06/04/2016,02/09/2018,"United States, Canada",ES_15649_4196#_02092018060252_70172585,No
2347078,Kenmore,4198#,,,Front Load,,None,Residential,5.2,,29.0,,2.92,1.84,120,3.2,4.7,4899,,,,,,,,,No,,,,No,,09/24/2019,09/19/2019,"United States, Canada",ES_0015649_4198#_09242019045556_80018520,Yes
2403177,KOOLMORE,FLW-3CWH,,810019862946,Front Load,,None,Residential,2.7,,23.4,,2.76,1.84,75,3.2,4.7,2549,,,,,,,,,No,,,,,,08/09/2022,10/18/2022,United States,ES_1147715_FLW-3CWH_101820221029446_5748538,No
2403176,KOOLMORE,FLW-5CWH,,810019862854,Front Load,,None,Residential,4.6,,27.0,,2.76,1.84,110,3.2,4.7,4305,,,,,,,,,No,,,,,,08/09/2022,10/18/2022,United States,ES_1147715_FLW-5CWH_101820221051330_7129094,No
2406186,LG,SWWE50*3,,195174054413,Front Load,Laundry Center,None,Residential,5,,27.0,,2.92,1.84,99,2.9,4.7,4278,,,,,,,,,No,,,,Yes,ES_1118034_SWWE50*3_12232022024145_80153533,12/22/2022,12/20/2022,"United States, Canada",ES_1118034_SWWE50*3_12202022042200_80153530,No
2406187,LG,SWWG50*3,,195174054420,Front Load,Laundry Center,None,Residential,5,,27.0,,2.92,1.84,99,2.9,4.7,4278,,,,,,,,,No,,,,Yes,ES_1118034_SWWG50*3_12232022024145_80153533,12/22/2022,12/20/2022,"United States, Canada",ES_1118034_SWWG50*3_12202022042200_80153530,No
2371054,LG,WKE100H*A,,048231029353;048231029360;772454074189;772454074196,Front Load,Laundry Center,None,Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3841,,,,,,,,,No,,,,Yes,ES_1118034_WKE100H*A_12232020105737_80067043,12/21/2020,12/18/2020,"United States, Canada",ES_1118034_WKE100H*A_12182020052311_80067043,No
2361588,LG,WKEX200H*A,,048231028462;048231028486;772454073670;772454073687,Front Load,Laundry Center,None,Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3867,,,,,,,,,No,,,,Yes,ES_1118034_WKEX200H*A_06122020035411_80046329,06/19/2020,06/12/2020,United States,ES_1118034_WKEX200H*A_06122020035054_80046328,No
2406184,LG,WKEX300H*A,,195174048481,Front Load,Laundry Center,None,Residential,5,,27.0,,2.92,1.84,99,2.9,4.7,4278,,,,,,,,,No,,,,Yes,ES_1118034_WKEX300H*A_12232022024145_80153533,12/22/2022,12/20/2022,"United States, Canada",ES_1118034_WKEX300H*A_12202022042200_80153530,No
2371055,LG,WKG101H*A,,048231029377;048231029384,Front Load,Laundry Center,None,Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3841,,,,,,,,,No,,,,Yes,ES_1118034_WKG101H*A_12232020105737_80067043,12/21/2020,12/18/2020,"United States, Canada",ES_1118034_WKG101H*A     _12182020052311_80067043,No
2361589,LG,WKGX201H*A,,048231029254;048231029261,Front Load,Laundry Center,None,Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3867,,,,,,,,,No,,,,Yes,ES_1118034_WKGX201H*A_06122020035411_80046329,06/19/2020,06/12/2020,United States,ES_1118034_WKGX201H*A_06122020035054_80046328,No
2406185,LG,WKGX301H*A,,195174048498,Front Load,Laundry Center,None,Residential,5,,27.0,,2.92,1.84,99,2.9,4.7,4278,,,,,,,,,No,,,,Yes,ES_1118034_WKGX301H*A_12232022024145_80153533,12/22/2022,12/20/2022,"United States, Canada",ES_1118034_WKGX301H*A_12202022042200_80153530,No
2394265,LG,WKHC202H*A,,195174022887;195174033517,Front Load,Laundry Center,None,Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3867,7.2,,8.00,299,,,9.51,,No,,,,Yes,ES_1118034_WKHC202H*A_03302022123303_80119590,03/25/2022,03/24/2022,"United States, Canada",ES_1118034_WKHC202H*A_03312022111206_80119592,Yes
2311005,LG,WM1385H*,,48231026123,Front Load,,None,Residential,2.3,,24.0,,2.07,1.84,120,4.2,4.7,2850,,,,,,,,,No,,,,No,,03/19/2016,02/26/2018,"United States, Canada",ES_1118034_WM1385H*_02262018014255_70175340,No
2378433,Samsung,WA55A77**A*,,887276751238,Top Load,,Delayed Start,Residential,5.5,45.30,27.5,29.40,2.06,1.29,120,4.3,8.4,6926,,,,,,,,,No,,,,Yes,"ES_1023593_DVE55A77***_05142021031426_80078534, ES_1023593_DVG55A77***_05142021031426_80078534",06/11/2021,05/21/2021,"United States, Canada",ES_1023593_WA55A77**A*_05262021084256_80084651,No
2453099,Samsung,WA55CG71**A*,,887276739137,Top Load,,"Steam Cycle,Gentle Cycle,Delicates",Residential,5.5,45.80,27.5,29.40,2.3,1.29,120,3.8,8.4,6121,,,,,,,,,No,,,,No,,06/10/2023,04/05/2023,"United States, Canada",ES_1023593_WA55CG71**A*3_04102023110059_80163534,No
2378660,Samsung,WF45A64**A*,,887276557854,Front Load,,Steam Cycle,Residential,4.5,,27.0,,3.1,1.84,93,2.9,4.7,3807,,,,,,,,,No,,,,Yes,"ES_1023593_DVE45A64*** _05142021031426_80078534, ES_1023593_DVG45A64*** _05142021031426_80078534",05/31/2021,05/18/2021,"United States, Canada",ES_1023593_WF45A64**A*_05312021112921_80084269,Yes
2389114,Samsung,WF45B63**A*,,887276627427,Front Load,,Steam Cycle,Residential,4.5,,27.0,,3.1,1.84,93,2.9,4.7,3807,,,,,,,,,No,,,,No,,01/20/2022,11/29/2021,"United States, Canada",ES_1023593_WF45B63**A*_12102021071549_80106295,Yes
2310456,Samsung,WF45K65**A*,,887276138121,Front Load,,"Steam, Super Speed, Smart Control, Add Wash",Residential,4.5,,27.0,,2.8,1.84,100,3,4.7,3983,,,,,,,,,No,,,,No,,02/07/2016,01/13/2016,"United States, Canada",ES_1023593_WF45K65**A*_02092018060252_70172127,No
2310460,Samsung,WF45M55**A*,,887276195360,Front Load,,"Smart Care, Steam",Residential,4.5,,27.0,,2.92,1.84,105,2.9,4.7,3850,,,,,,,,,No,,,,No,,01/01/2017,11/23/2016,"United States, Canada",ES_1023593_WF45M55**A*_02092018060252_70172127,No
2333514,Samsung,WF45R61**A*,,887276299464,Front Load,,"Steam Cycle,Pre Soak, Super Speed, Delay End, Auto Temperature Control",Residential,4.5,,27.0,,2.92,1.84,95,2.9,4.7,3807,,,,,,,,,No,,,,Yes,"ES_1023593_DVE45T61***_12192019075804_80025528, ES_1023593_DVG45T61***_12192019075804_80025528",02/01/2019,01/15/2019,"United States, Canada",ES_1023593_WF45R61**A*_02042019013708_70211758,Yes
2333513,Samsung,WF45R63**A*,,887276299488,Front Load,,"Steam Cycle,Pre Soak, Super Speed, Delay End, Auto Temperature Control",Residential,4.5,,27.0,,2.92,1.84,95,2.9,4.7,3807,,,,,,,,,No,,,,Yes,ES_1023593_DVE45R63***_02042019015349_70211037,02/01/2019,01/15/2019,"United States, Canada",ES_1023593_WF45R63**A*_02042019013708_70211758,Yes
2354715,Samsung,WF45T60**A*,,887276394794,Front Load,,"Steam Cycle,Pre Soak, Super Speed, Delay End, Auto Temperature Control",Residential,4.5,,27.0,,2.95,1.84,90,2.9,4.7,3807,,,,,,,,,No,,,,Yes,ES_1023593_DVE45T6005*_01282020013743_80031700,02/20/2020,02/05/2020,"United States, Canada",ES_1023593_WF45T60**A*_02122020040721_80031543,Yes
