ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Height (inches),Width (inches),Depth (inches),Weight (lbs),Cooling Capacity (Btu/hr),Voltage (volts),Type,Installation Mounting Type,Support Bracket,Heating Mode,Casement Window,Product Class,Variable Speed Compressor,Low Noise,Refrigerant Type,Refrigerant with GWP,Combined Energy Efficiency Ratio (CEER),Percent Less Energy Use than US Federal Standard,Annual Energy Use (kWh/yr),Connected Capable,Connects Using,Communication Hardware Architecture,DR Protocol,Primary Communication Module/Device Brand Name and Model Number,Network Security Standards,Network Standby Power (watts),Is Broadband Internet Connection Needed for Demand Response?,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria,model_number_modified
2404374,Cool-living,CL-08CRD1,,,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.4,5,526,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,11/08/2022,11/11/2022,United States,ES_1131297_CL-08CRD1_11092022183117_1391107,No,CL-08CRD1
2404375,Cool-living,CL-10CRA1,",CL-10CMD1,",,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.4,5,658,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,11/08/2022,11/11/2022,United States,ES_1131297_CL-10CRA1_11092022183433_9426080,No,CL-10CRA1
2404373,Cool-living,CL-12CRA1,,,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.4,5,790,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,11/08/2022,11/11/2022,United States,ES_1131297_CL-12CRA1_11092022182734_4723169,No,CL-12CRA1
2404376,Cool-living,CL-14CRA1,,,,,,,14000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.3,6,929,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,11/08/2022,11/11/2022,United States,ES_1131297_CL-14CRA1_11092022183808_6752435,No,CL-14CRA1
2355710,Coolworks,MWHUK-08CRN8-BCL0,,,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,500,No,,,,,,,,,12/27/2019,12/27/2019,"United States, Canada",ES_1129470_MWHUK-08CRN8-BCL0_03042020011021_80024169,No,MWHUK-08CRN8-BCL0
2355711,Coolworks,MWHUK-10CRN8-BCL0,,,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,625,No,,,,,,,,,12/27/2019,12/27/2019,"United States, Canada",ES_1129470_MWHUK-10CRN8-BCL0_03042020011021_80024169,No,MWHUK-10CRN8-BCL0
2355712,Coolworks,MWHUK-12CRN8-BCL0,,,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,750,No,,,,,,,,,12/27/2019,12/27/2019,"United States, Canada",ES_1129470_MWHUK-12CRN8-BCL0_03042020011021_80024169,No,MWHUK-12CRN8-BCL0
2289414,GE,AEH24DX*#,",AEL24DX*#,; ,AEM24DX*#,",084691830245;084691830320;084691830658,,,,,24000,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1748,No,,,,,,,,,01/23/2017,01/26/2017,United States,ES_1123206_AEM24DV*#_01242017135441_897333,No,AEH24DX..
2328601,GE,AHC08LY*#,",AHC08LYW2,; ,AHEK08AC*#,; ,AHEU08BC*#,; ,AHK08LZ*#,; ,AHP08LZ*#,; ,AHTK08AA*#,; ,AHY08LZ*#,",084691843894;084691852377;084691853053;084691853145;084691895008,,,,,8100,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.4,5,533,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,10/26/2018,10/30/2018,United States,ES_1123206_AHC08LY*#_10292018145819_7415582,No,AHC08LY..
2328602,GE,AHC10LYQ2,",AHP10LZ*#,; ,AHY10LZ*#,",084691843887;084691853060;084691853152,,,,,10100,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.4,5,664,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,10/26/2018,10/30/2018,United States,ES_1123206_AHC10LY*#_10292018151322_85260,No,AHC10LYQ2
2349077,GE,AHD06LZ*#,",AHEL06BB*#,",084691852308;084691894957,,,,,6400,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),12.1,10,397,No,,,,,,,,,10/22/2019,10/29/2019,United States,ES_1123206_AHD06LZ*#_10292019105817_467492,No,AHD06LZ..
2404966,GE,AHEK12ACQ1,,08469186248,,,,,12200,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.4,5,803,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,01/06/2023,11/26/2022,United States,ES_1123206_AHEK12ACQ1_11242022101311_9516412,No,AHEK12ACQ1
2388771,GE,AHEK12ACW2,",AHY12LZW2,",084691853169;084691862482,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.4,5,790,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,12/15/2021,12/03/2021,United States,ES_1123206_AHEK12ACW2_12012021115315_3487817,No,AHEK12ACW2
2375472,GE,AHFK18AAH1,",AHTK18AAH1,",084691862543;084691862635,,,,,18200,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",No,No,R-410A,R-410A (GWP:2088),11.3,6,1208,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,03/18/2021,03/26/2021,United States,ES_1123206_AHFK18AAH1_03242021163922_2666742,No,AHFK18AAH1
2375537,GE,AHFK18AAW1,",AHTK18AAW1,",084691862543;084691862635,,,,,18600,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.3,6,1234,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,04/23/2021,03/29/2022,United States,ES_1123206_AHFK18AAW1_03242021162043_903436,No,AHFK18AAW1
2375535,GE,AHFK24AAW1,",AHSK24AAW1,",084691862475;084691862536,,,,,23900,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),9.8,4,1829,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,04/23/2021,03/29/2021,United States,ES_1123206_AHFK24AAW1_03242021163350_404626,No,AHFK24AAW1
2386511,GE,AHFK24BA*#,,084691892151,,,,,23700,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),9.8,4,1814,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,10/29/2021,10/25/2021,United States,ES_1123206_AHFK24BAW1_10122021101131_4971429,No,AHFK24BA..
2287792,GE,AHH12AW*#,",AHM12AY*#,; ,AHS12AX*#,",084691823834;084691829515;084691844914,,,,,11600,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,725,No,,,,,,,,,12/16/2016,01/01/2017,United States,ES_1123206_AHH12AW*#_12162016144138_8417322,No,AHH12AW..
2369053,GE,AHTK10AA*#,",AHEK10AC*#,",084691862499;084691862598,,,,,10100,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.4,5,664,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,11/06/2020,10/13/2020,United States,ES_1123206_AHTK10AA*#_10282020103725_1565820,No,AHTK10AA..
2369000,GE,AHTK12AAW1,",AHC12AZW2,; ,AHEK12ACW1,; ,AHK12LZW2,",084691852155;084691852322;084691862482;084691862581,,,,,12300,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.4,5,809,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,11/06/2020,10/13/2020,United States,ES_1123206_AHTK12AA*#_10282020112903_6955072,No,AHTK12AAW1
2389045,GE,AHTK12AAW2,",AHC12AZW3,; ,AHEK12ACW2,; ,AHK12LZW3,; ,AHP12LZW2,; ,AHY12LZW2,",084691852155;084691852322;084691853077;084691853169;084691862482;084691862581,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.4,5,790,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,12/15/2021,12/08/2021,United States,ES_1123206_AHTK12AAW2_12012021115934_487939,No,AHTK12AAW2
2384775,GE,AHTK18BA*#,",AHFK18BA*#,",084691892182;084691892205,,,,,18600,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.3,6,1234,Yes,Wi-Fi,A - Built-in,,,,,,Yes,09/24/2021,09/30/2021,United States,ES_1123206_AHTK18BA*#_09282021110902_2180597,No,AHTK18BA..
2389418,GE,AHTT06BC*#,,084691894858,,,,,6100,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.5,5,398,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,12/09/2021,12/16/2021,United States,ES_1123206_AHTT06BC*#_12142021095535_5508081,No,AHTT06BC..
2389412,GE,AHTT08BC*#,,084691894865,,,,,8300,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.4,5,546,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,12/09/2021,12/16/2021,United States,ES_1123206_AHTT08BC*#_12142021094604_340844,No,AHTT08BC..
2383816,GE,AJCM08ACH*#,,084691852896,,,,,8400,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",No,No,,,10.6,10,594,No,,,,,,,,,04/01/2020,03/27/2020,"United States, Canada",ES_1123206_AJCM08ACH*#_04042020125532_80039184,No,AJCM08ACH..
2374935,GE,AJCM08AWH*#,,084691864288,,,,,8400,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",No,No,,,10.6,10,594,No,,,,,,,,,03/04/2021,03/04/2021,"United States, Canada",ES_1123206_AJCM08AWH*#_03182021082511_80070574,No,AJCM08AWH..
2383818,GE,AJCM10ACH*#,,084691852872,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",No,No,,,10.6,10,708,No,,,,,,,,,04/01/2020,03/27/2020,"United States, Canada",ES_1123206_AJCM10ACH*#_04162020084935_80039184,No,AJCM10ACH..
2335138,Friedrich,KCS12A10A,,,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,750,No,,,,,,,,,03/15/2019,03/22/2019,"United States, Canada",ES_31705_KCS12A10A_03252019141244_3164820,No,KCS12A10A
2335155,Friedrich,KCS12A30A,,,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,750,No,,,,,,,,,03/15/2019,03/22/2019,"United States, Canada",ES_31705_KCS12A30A_03252019155619_9379244,No,KCS12A30A
2335159,Friedrich,KHL24A35A,,,,,,,24000,,Window,,,Yes,None,"13. With reverse cycle, with louvered sides, and 20,000 Btu/h or more",,No,,,10.2,10,1765,No,,,,,,,,,03/15/2019,03/22/2019,"United States, Canada",ES_31705_KHL24A35A_03252019170149_3309403,No,KHL24A35A
2335160,Friedrich,KHM18A34A,,,,,,,17500,,Window,,,Yes,None,"11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h",,No,,,10.8,10,1215,No,,,,,,,,,03/15/2019,03/22/2019,"United States, Canada",ES_31705_KHM18A34A_03252019171229_3949822,No,KHM18A34A
2335161,Friedrich,KHS10A10A,,,,,,,10000,,Window,,,Yes,None,"11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h",,No,,,10.8,10,694,No,,,,,,,,,03/15/2019,03/22/2019,"United States, Canada",ES_31705_KHS10A10A_03252019172833_4913856,No,KHS10A10A
2335162,Friedrich,KHS12A33A,,,,,,,12000,,Window,,,Yes,None,"11. With reverse cycle, with louvered sides, and less than 20,000 Btu/h",,No,,,10.8,10,833,No,,,,,,,,,03/15/2019,03/22/2019,"United States, Canada",ES_31705_KHS12A33A_03252019173656_5416935,No,KHS12A33A
2453274,Friedrich,UCT08B10A,,724587442342,,,,,8000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),10.1,5,594,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,02/15/2023,03/04/2023,"United States, Canada",ES_31705_UCT08B10A_03012023193828_6195032,No,UCT08B10A
2453275,Friedrich,UCT10B10A,,724587442359,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),10.1,5,743,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,02/15/2023,03/04/2023,"United States, Canada",ES_31705_UCT10B10A_03012023194209_4006769,No,UCT10B10A
2453277,Friedrich,UCT10B30A,,724587442366,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),10.1,5,743,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,02/15/2023,03/04/2023,"United States, Canada",ES_31705_UCT10B30A_03012023195419_7672845,No,UCT10B30A
2453276,Friedrich,UCT12B10A,,724587442373,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),10.0,5,900,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,02/15/2023,03/04/2023,"United States, Canada",ES_31705_UCT12B10A_03012023194814_2215387,No,UCT12B10A
2453278,Friedrich,UCT12B30A,,724587442380,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),10.0,5,900,Yes,Wi-Fi,A - Built-in,Smart Energy Profile (SEP) 2.x,,,,,Yes,02/15/2023,03/04/2023,"United States, Canada",ES_31705_UCT12B30A_03012023200636_5066491,No,UCT12B30A
2335163,Friedrich,WCT08A10A,,,,,,,8000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,566,No,,,,,,,,,03/15/2019,03/22/2019,"United States, Canada",ES_31705_WCT08A10A_03252019174425_5865788,No,WCT08A10A
2335165,Friedrich,WCT10A10A,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,03/15/2019,03/22/2019,"United States, Canada",ES_31705_WCT10A10_03252019201056_4656154,No,WCT10A10A
2335166,Friedrich,WCT10A30A,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,03/15/2019,03/22/2019,"United States, Canada",ES_31705_WCT10A30A_03252019203328_6008800,No,WCT10A30A
2381943,Friedrich,WCT10A30A,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,03/15/2019,03/25/2019,"United States, Canada",ES_31750_WCT10A30A_060420210516153_3343710,No,WCT10A30A
2380686,Friedrich,WCT12A10B,,,,,,,11600,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,No,,,10.5,11,829,No,,,,,,,,,06/01/2021,06/01/2021,"United States, Canada",ES_31705_WCT12A10B_05282021082125_9585145,No,WCT12A10B
2381443,Friedrich,WCT12A30B,,,,,,,11600,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,No,,,10.5,11,829,No,,,,,,,,,06/01/2021,06/01/2021,"United States, Canada",ES_31705_WCT12A30B_070120211415133_5955324,No,WCT12A30B
2328406,Frigidaire,FFRE053WA1,,012505282720,,,,,5000,,Window,,,No,None,"1. Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",No,No,,,12.1,10,310,No,,,,,,,,,10/25/2018,10/18/2018,"United States, Canada",ES_1021080_FFRE053WA1_10232018042456_70202380,No,FFRE053WA1
2328407,Frigidaire,FFRE053WAE,,012505282973,,,,,5000,,Window,,,No,None,"1. Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",No,No,,,12.1,10,310,No,,,,,,,,,10/25/2018,10/18/2018,"United States, Canada",ES_1021080_FFRE053WAE_10232018042456_70202380,No,FFRE053WAE
2349703,Frigidaire,FFRE053ZA1,,012505283185,,,,,5200,,Window,,,No,None,"1. Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",No,No,,,12.1,10,322,No,,,,,,,,,11/15/2019,10/30/2019,"United States, Canada",ES_1021080_FFRE053ZA1_10302019023155_80021133,No,FFRE053ZA1
2328408,Frigidaire,FFRE063WA1,,012505282751,,,,,6000,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",No,No,,,12.1,10,372,No,,,,,,,,,10/25/2018,09/30/2018,"United States, Canada",ES_1021080_FFRE063WA1_10232018042456_70202380,No,FFRE063WA1
2328409,Frigidaire,FFRE063WAE,,012505283000,,,,,6000,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",No,No,,,12.1,10,372,No,,,,,,,,,10/25/2018,09/30/2018,"United States, Canada",ES_1021080_FFRE063WAE_10232018042456_70202380,No,FFRE063WAE
2349704,Frigidaire,FFRE063ZA1,,012505283215,,,,,6000,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",No,No,,,12.1,10,372,No,,,,,,,,,11/15/2019,10/30/2019,"United States, Canada",ES_1021080_FFRE063ZA1_10302019023155_80021133,No,FFRE063ZA1
2328410,Frigidaire,FFRE083WA1,,012505282782,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,500,No,,,,,,,,,10/25/2018,09/30/2018,"United States, Canada",ES_1021080_FFRE083WA1_10232018042456_70202380,No,FFRE083WA1
2328411,Frigidaire,FFRE083WAE,,012505283031,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,500,No,,,,,,,,,10/25/2018,09/30/2018,"United States, Canada",ES_1021080_FFRE083WAE_10232018042456_70202380,No,FFRE083WAE
2349705,Frigidaire,FFRE083ZA1,,012505283246,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,500,No,,,,,,,,,11/15/2019,10/30/2019,"United States, Canada",ES_1021080_FFRE083ZA1_10302019023155_80021133,No,FFRE083ZA1
2328412,Frigidaire,FFRE103WA1,,012505282812,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,625,No,,,,,,,,,10/25/2018,09/30/2018,"United States, Canada",ES_1021080_FFRE103WA1_10232018042456_70202380,No,FFRE103WA1
2328413,Frigidaire,FFRE103WAE,,012505283062,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,625,No,,,,,,,,,10/25/2018,09/30/2018,"United States, Canada",ES_1021080_FFRE103WAE_10232018042456_70202380,No,FFRE103WAE
2349706,Frigidaire,FFRE103ZA1,,012505283277,,,,,10200,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,638,No,,,,,,,,,11/15/2019,10/30/2019,"United States, Canada",ES_1021080_FFRE103ZA1_10302019023155_80021133,No,FFRE103ZA1
2328414,Frigidaire,FFRE123WA1,,012505282836,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,750,No,,,,,,,,,10/25/2018,09/30/2018,"United States, Canada",ES_1021080_FFRE123WA1_10232018042456_70202380,No,FFRE123WA1
2328415,Frigidaire,FFRE123WAE,,012505283086,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,750,No,,,,,,,,,10/25/2018,09/30/2018,"United States, Canada",ES_1021080_FFRE123WAE_10232018042456_70202380,No,FFRE123WAE
2349707,Frigidaire,FFRE123ZA1,,012505283307,,,,,12100,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,756,No,,,,,,,,,11/15/2019,10/30/2019,"United States, Canada",ES_1021080_FFRE123ZA1_10302019023155_80021133,No,FFRE123ZA1
2332543,Frigidaire,FFRE153WA1,,012505282843,,,,,15100,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",No,No,,,11.8,10,960,No,,,,,,,,,01/01/2019,11/30/2018,"United States, Canada",ES_1021080_FFRE153WA1_01072019010705_70211114,No,FFRE153WA1
2332544,Frigidaire,FFRE153WAE,,012505283093,,,,,15100,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",No,No,,,11.8,10,960,No,,,,,,,,,01/01/2019,11/30/2018,"United States, Canada",ES_1021080_FFRE153WAE_01072019010705_70211114,No,FFRE153WAE
2349708,Frigidaire,FFRE153ZA1,,012505283314,,,,,15000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",No,No,,,11.8,10,953,No,,,,,,,,,11/15/2019,10/30/2019,"United States, Canada",ES_1021080_FFRE153ZA1_10302019023155_80021133,No,FFRE153ZA1
2332149,Frigidaire,FFRE253WAE,,012505282874,,,,,25000,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1820,No,,,,,,,,,12/27/2018,12/28/2018,"United States, Canada",ES_1021080_FFRE253WAE_12282018034716_8836892,No,FFRE253WAE
2333855,Frigidaire,FFTA083WA1,,012505283444,,,,,8000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,566,No,,,,,,,,,02/22/2019,02/22/2019,"United States, Canada",ES_1021080_FFTA083WA1_02222019073008_0608464,No,FFTA083WA1
2333857,Frigidaire,FFTA103WA1,,012505283451,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,02/22/2019,02/22/2019,"United States, Canada",ES_1021080_FFTA103WA1_02222019073149_0709169,No,FFTA103WA1
2333856,Frigidaire,FFTA103WA2,,012505283468,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,02/22/2019,02/22/2019,"United States, Canada",ES_1021080_FFTA103WA2_02222019073135_0695447,No,FFTA103WA2
2333858,Frigidaire,FFTA123WA1,,012505283475,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,No,,,10.5,11,857,No,,,,,,,,,02/22/2019,02/22/2019,"United States, Canada",ES_1021080_FFTA123WA1_02222019073208_0728278,No,FFTA123WA1
2333859,Frigidaire,FFTA123WA2,,012505283482,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,No,,,10.5,11,857,No,,,,,,,,,02/22/2019,02/22/2019,"United States, Canada",ES_1021080_FFTA123WA2_02222019073225_0745928,No,FFTA123WA2
2332535,Frigidaire,FGRC064WA1,,012505282898,,,,,6000,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",No,No,,,12.1,10,372,No,,,,,,,,,01/01/2019,11/30/2018,"United States, Canada",ES_1021080_FGRC064WA1_01072019010705_70211114,No,FGRC064WA1
2332536,Frigidaire,FGRC064WAE,,012505283109,,,,,6000,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",No,No,,,12.1,10,372,No,,,,,,,,,01/01/2019,11/30/2018,"United States, Canada",ES_1021080_FGRC064WAE_01072019010705_70211114,No,FGRC064WAE
2332538,Frigidaire,FGRC084WA1,,012505282904,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,500,No,,,,,,,,,01/01/2019,11/30/2018,"United States, Canada",ES_1021080_FGRC084WA1_01072019010705_70211114,No,FGRC084WA1
2332537,Frigidaire,FGRC084WAE,,012505283116,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,500,No,,,,,,,,,01/01/2019,11/30/2018,"United States, Canada",ES_1021080_FGRC084WAE_01072019010705_70211114,No,FGRC084WAE
2332540,Frigidaire,FGRC104WA1,,012505282911,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,625,No,,,,,,,,,01/01/2019,11/30/2018,"United States, Canada",ES_1021080_FGRC104WA1_01072019010705_70211114,No,FGRC104WA1
