ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Type,Product Class,Defrost Type,Compact,Built-in,Thru the Door Dispenser,Ice Maker,Counter Depth,Height (in),Width (in),Capacity (Total Volume) (ft3),Adjusted Volume (ft3),Annual Energy Use (kWh/yr),US Federal Standard (kWh/yr),Percent Less Energy Use than US Federal Standard,Refrigerant Type,Refrigerant with GWP,Connected Functionality,Connects Using,Connected Functionality Tested,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria,model_number_modified
2369304,Arctic Wind,2ATMW212E,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,67.0,33.0,21.0,25.6,396,440.0,10.0,,,No,,,,,10/30/2020,11/09/2020,"United States, Canada",ES_1121980_2ATMW212E_11102020012636_1596636,Yes,2ATMW212E
2397747,Arctic Wind,2AW1BF26A,",2AW1SLF26A,",850012484240;850012484370,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,27.4,17.5,2.6,2.6,215,239.0,10.0,,,No,,,,,08/15/2022,06/23/2022,"United States, Canada",ES_1121980_2AW1BF26A_06202022134236_2692056,No,2AW1BF26A
2393669,Arctic Wind,2AW1SLF44A,,850012484400,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.1,18.7,4.4,4.4,228,254.0,10.0,,,No,,,,,04/15/2022,03/08/2022,"United States, Canada",ES_1121980_2AW1SLF44A_03012022142251_5311380,No,2AW1SLF44A
2370277,Arctic Wind,ABM*171E,",,The symbol *, maybe replaced by A-Z, means different control panel or color of enclosure.",,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,69.1,31.3,17.1,20.9,451,502.0,10.0,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/23/2020,11/25/2020,"United States, Canada",ES_1121980_ABM*171E_112520200126738_9572853,No,ABM.171E
2370276,Arctic Wind,ABM*171E*,",,The symbol *, maybe replaced by A-Z, means different control panel or color of enclosure.",,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,69.1,31.3,17.1,20.9,451,502.0,10.0,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,11/23/2020,11/25/2020,"United States, Canada",ES_1121980_ABM*171E*_11252020012627_7795251,No,ABM.171E.
2329929,Arctic Wind,ATMB212E,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,67.0,33.0,21.0,25.6,396,440.0,10.0,,,No,,,,,11/10/2018,11/14/2018,"United States, Canada",ES_1121980_ATMB212E_11142018075857_2337900,Yes,ATMB212E
2329930,Arctic Wind,ATMSL212E,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,67.0,33.0,21.0,25.6,396,440.0,10.0,,,No,,,,,11/10/2018,11/14/2018,"United States, Canada",ES_1121980_ATMSL212E_11142018075847_2327351,Yes,ATMSL212E
2329932,Arctic Wind,ATMW212E,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,67.0,33.0,21.0,25.6,396,440.0,10.0,,,No,,,,,11/10/2018,11/14/2018,"United States, Canada",ES_1121980_ATMW212E_11142018075907_2347387,Yes,ATMW212E
2408259,Asko,VCS5297TPGVCS5297TPG,,,,4 - Freestanding Cooler,Manual,No,No,No,No,No,75.6,27.6,19.1,19.1,159,,,,,No,,,,,01/10/2023,03/22/2023,United States,ES_31672_VCS5297TPG_021720231901193_5190775,No,VCS5297TPGVCS5297TPG
2472278,Asko,WCN311942G,,,,4 - Freestanding Cooler,Manual,No,No,No,No,No,75.6,27.6,18.3,18.3,199,,,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,09/01/2022,09/06/2022,United States,ES_1123023_WCN311942G_050320232036101_6470724,No,WCN311942G
2395173,AVALLON,AWC152DPRGLH,",AWC152DBLSS,; ,AWC152DPRGRH,; ,AWC152DZLH,; ,AWC152DZRH,",846844013307;852017005697;852017005703;852017005901;852017005918,Compact Cooler,3 - Freestanding Compact Cooler,,Yes,No,No,No,No,34.1,15.0,3.1,3.1,143,180.0,21.0,,,No,,,,,05/13/2022,04/28/2022,"United States, Canada",ES_1074063_AWC152DPRGLH_04242022130728_354883,No,AWC152DPRGLH
2395269,AVALLON,AWC152SPRGLH,",AWC152SBLSS,; ,AWC152SPRGRH,; ,AWC152SZLH,; ,AWC152SZRH,",852017005499;852017005710;852017005727;852017005925;852017005932,Compact Cooler,3 - Freestanding Compact Cooler,,Yes,No,No,No,No,34.1,15.0,3.4,3.4,144,183.0,21.0,,,No,,,,,05/13/2022,04/27/2022,"United States, Canada",ES_1074063_AWC152SPRGLH_04222022163758_7143060,No,AWC152SPRGLH
2395172,AVALLON,AWC242DPRSLH,",AWC242DBLSS,; ,AWC242DPRGLH,; ,AWC242DPRGRH,; ,AWC242DPRSRH,; ,AWC242DZLH,; ,AWC242DZRH,",846844013284;846844013291;846844013314;852017005659;852017005666;852017005864;852017005871,Compact Cooler,3 - Freestanding Compact Cooler,,Yes,No,No,No,No,34.1,23.8,5.4,5.4,157,198.0,21.0,,,No,,,,,05/13/2022,04/28/2022,"United States, Canada",ES_1074063_AWC242DPRSLH_04242022131352_147821,No,AWC242DPRSLH
2395418,AVALLON,AWC242FDPRG,",AWC242FD,; ,AWC242FDBLSS,",852017005529;852017005734;852017005956,Compact Cooler,3 - Freestanding Compact Cooler,,Yes,No,No,No,No,34.1,23.8,5.2,5.2,156,197.0,21.0,,,No,,,,,05/13/2022,05/04/2022,"United States, Canada",ES_1074063_AWC242FDPRG_04242022131836_3826715,No,AWC242FDPRG
2395267,AVALLON,AWC242SPRGLH,",AWC242SBLSS,; ,AWC242SPRGRH,; ,AWC242SZLH,; ,AWC242SZRH,",852017005512;852017005673;852017005680;852017005888;852017005895,Compact Cooler,3 - Freestanding Compact Cooler,,Yes,No,No,No,No,34.1,23.8,5.8,5.8,160,202.0,21.0,,,No,,,,,05/13/2022,04/27/2022,"United States, Canada",ES_1074063_AWC242SPRGLH_04222022164839_1829492,No,AWC242SPRGLH
2395419,AVALLON,AWC243TDZLHA,",AWC243TDZRHA,",846844013338;846844013345,,4 - Freestanding Cooler,Manual,No,No,No,No,No,69.8,23.4,14.7,14.7,242,,,,,No,,,,,05/13/2022,05/04/2022,"United States, Canada",ES_1074063_AWC243TDZLH_04242022132520_8215906,No,AWC243TDZLHA
2395268,AVALLON,AWC243TSZLH,",AWC243TSZRH,",852017005789;852017005796,,4 - Freestanding Cooler,Manual,No,No,No,No,No,69.8,23.4,15.3,15.3,247,,,,,No,,,,,05/13/2022,04/27/2022,"United States, Canada",ES_1074063_AWC243TSZLH_04242022113110_8558923,No,AWC243TSZLH
2263341,Avalon,A1-3.1CFDDBLK,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.0,18.5,3.1,3.8,270,358.0,25.0,,,No,,No,,,03/20/2016,03/23/2016,United States,ES_1132323_A1-3.1CFDDBLK_03252016091442_7282050,No,A1-3.1CFDDBLK
2263342,Avalon,A1-3.1CFDDSS,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.0,18.5,3.1,3.8,270,358.0,25.0,,,No,,No,,,03/20/2016,03/23/2016,United States,ES_1132323_A1-3.1CFDDSS_03252016091453_7293810,No,A1-3.1CFDDSS
2398140,Avanti,AR32J0W,,079841103249,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,33.0,19.0,3.2,3.2,192,244.0,21.0,,,No,,,,,08/29/2021,12/04/2021,United States,ES_92257_AR32J0W_01142022145001_1991018,Yes,AR32J0W
2398142,Avanti,AR32J3S,,079841103249,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,33.0,19.0,3.2,3.2,192,244.0,21.0,,,No,,,,,08/29/2021,12/04/2021,United States,ES_92257_AR32J3S_01142022145001_4872742,Yes,AR32J3S
2395811,Avanti,FF10B***,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.6,23.7,10.1,12.2,297,332.0,11.0,,,No,,,,,04/22/2022,04/22/2022,"United States, Canada",ES_0092257_FF10B***_05122022033138_5550001_,Yes,FF10B...
2366016,Avanti,FF18H**,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.2,29.5,18.3,21.8,358,410.0,13.0,,,No,,,,,09/16/2020,09/21/2020,"United States, Canada",ES_92257_FF18H**_09212020093152_0712893,Yes,FF18H..
2366017,Avanti,FF18H0W,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.2,29.5,18.3,21.8,358,410.0,13.0,,,No,,,,,09/16/2020,09/21/2020,"United States, Canada",ES_92257_FF18H0W_09212020093112_0672224,Yes,FF18H0W
2366018,Avanti,FF18H3S,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.2,29.5,18.3,21.8,358,410.0,13.0,,,No,,,,,09/16/2020,09/21/2020,"United States, Canada",ES_92257_FF18H3S_09212020093128_0688729,Yes,FF18H3S
2315127,Avanti,FF7B0W,,,Compact Refrigerator,13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,Automatic,Yes,No,No,No,No,55.8,23.4,7.0,8.4,393,438.0,10.0,,,No,,No,,,01/20/2018,01/04/2018,"United States, Canada",ES_0092257_FF7B0W_03012018110927_70171466,No,FF7B0W
2315129,Avanti,FF7B3S,,,Compact Refrigerator,13 - Compact refrigerator-freezers - automatic defrost with top-mounted freezer,Automatic,Yes,No,No,No,No,55.8,23.4,7.0,8.4,393,438.0,10.0,,,No,,No,,,01/20/2018,01/04/2018,"United States, Canada",ES_0092257_FF7B3S_03012018110927_70171466,No,FF7B3S
2221127,Absocold,ARD104AB14R/L,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,20.0,15.0,1.1,1.1,242,269.0,10.0,,,No,,No,,,09/30/2014,09/29/2014,United States,ES_0092255_ARD104AB14R/L_10022014111547_2767635,No,ARD104AB14R/L
2374881,Absocold,ARD104AB21R/L,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,20.6,15.2,1.1,1.1,242,269.0,10.0,Other,,No,,No,,,03/05/2021,03/03/2021,United States,ES_0092255_ARD104AB21R/L_03052021010906_5550000_,No,ARD104AB21R/L
2221128,Absocold,ARD204AB14R/L,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,22.0,19.0,2.0,2.0,249,278.0,10.0,,,No,,No,,,09/30/2014,09/24/2014,United States,ES_0092255_ARD204AB14R/L_10022014111547_2767635,No,ARD204AB14R/L
2218005,Absocold,ARD298C*14R/L,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.3,18.6,3.0,3.6,319,357.0,11.0,,,No,,No,,,08/01/2014,08/27/2014,United States,ES_0092255_ ARD298C*14R _08272014021903_2752402,No,ARD298C.14R/L
2388871,Alpha PAR RD,RDBM191**,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,66.4,29.5,18.7,23.0,466,521.0,11.0,,,No,,,,,12/01/2021,11/18/2021,Canada,ES_1125680_RDBM191**_12072021011649_ 80106135,No,RDBM191..
2401052,Alpha PAR RD,RDTM116WE,,0632726207533,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,59.8,25.0,11.5,13.9,311,346.0,10.0,,,No,,,,,08/26/2022,08/19/2022,Canada,ES_1125680_RDTM116WE_09012022103133_80137611,Yes,RDTM116WE
2311054,Amana,AMA31S5E,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,32.8,19.1,3.2,3.1,320,354.0,10.0,,,No,,,,,02/28/2018,02/08/2018,"United States, Canada",ES_1108549_FR786-SS_02122018100556_70172329,No,AMA31S5E
2206035,Amana,AMA43BKE,,,Compact Refrigerator,11 - Compact Refrigerator and Refrigerator-Freezer other than All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.1,19.9,4.3,4.3,228,291.0,22.0,,,No,,,,,12/28/2022,11/29/2022,"United States, Canada",ES_1108549_AMA43BKE_03122014054518_2688030,No,AMA43BKE
2298477,Amana,AMA43R**E,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,31.7,19.9,4.3,4.3,268,299.0,10.0,,,No,,,,,10/23/2017,05/24/2017,"United States, Canada",ES_22856_AMA43R**E_05172017115223_70134709,No,AMA43R..E
2370516,Amana,AMAR35S1E,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,32.8,19.1,3.4,3.4,220,246.0,11.0,,,No,,,,,11/25/2020,02/08/2018,United States,ES_1108549_AMAR35S1E_12032020065046_80062974,No,AMAR35S1E
2394267,Antarctic Star,KS-48RHL,,6976100502024;6976100502031;6976100502048;722772933156,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,21.4,17.6,1.6,1.6,208,232.0,10.0,,,No,,,,,03/30/2022,03/28/2022,"United States, Canada",ES_1145427_KS-48RHL_03312022163412_1932569,No,KS-48RHL
2394268,Antarctic Star,KS-91RHL,,722772933163,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.7,19.7,3.2,3.2,219,244.0,10.0,,,No,,,,,03/30/2022,03/28/2022,"United States, Canada",ES_1145427_KS-91RHL_03312022163434_1724456,No,KS-91RHL
2373382,APEX FORGE,MPBFR401A,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,Yes,45.0,19.0,4.0,4.7,291,364.0,20.0,,,No,,,,,10/26/2020,02/03/2021,United States,ES_1144488_MPBFR401A_02042021102648_6866724,No,MPBFR401A
2373384,APEX FORGE,MPWFR401A,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,Yes,45.0,19.0,4.0,4.7,291,364.0,20.0,,,No,,,,,10/26/2020,02/03/2021,United States,ES_1144488_MPWFR401A_02042021102648_7004153,No,MPWFR401A
2373386,APEX FORGE,MVSFR401A,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,Yes,45.0,19.0,4.0,4.7,291,364.0,20.0,,,No,,,,,10/26/2020,02/03/2021,United States,ES_1144488_MVSFR401A_02042021102648_6822595,No,MVSFR401A
2260797,Arcitc King,AFRM045AES,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,19.7,4.4,4.5,226,254.0,11.0,,,No,,,,,02/01/2016,02/16/2015,United States,ES_1030337_AFRM045AES_02262016110402_4642499,No,AFRM045AES
2297326,Arctic King,AFRM016BEB,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.3,18.5,1.6,1.6,207,232.0,11.0,,,No,,,,,06/07/2017,06/07/2017,"United States, Canada",ES_1030337_AFRM016BEB_06082017040642_4802864,No,AFRM016BEB
2210481,Arctic King,AFRM024AES,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.8,17.5,2.4,2.4,213,238.0,11.0,,,No,,,,,05/30/2014,05/13/2014,United States,ES_1030337_AFRM024AES_05152014191325_1205231,No,AFRM024AES
2293777,Arctic King,AFRM033BEB,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,32.9,18.6,3.3,3.3,220,245.0,10.0,,,No,,,,,04/01/2017,04/06/2017,United States,ES_1030337_AFRM033BEB_04072017071459_9299491,No,AFRM033BEB
2235748,Arctic King,AFRM044AEB,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.7,33.8,4.4,4.4,228,254.0,10.0,,,No,,,,,05/20/2015,04/03/2015,United States,ES_1030337_AFRM044AEB_04032015070310_4590277,No,AFRM044AEB
2235749,Arctic King,AFRM044AES,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.7,33.8,4.4,4.4,228,254.0,10.0,,,No,,,,,05/20/2015,04/03/2015,United States,ES_1030337_AFRM044AES_04032015070321_4601094,No,AFRM044AES
2235750,Arctic King,AFRM044AEW,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,19.7,33.8,4.4,4.4,228,254.0,10.0,,,No,,,,,05/20/2015,04/03/2015,United States,ES_1030337_AFRM044AEW_04032015070332_4612106,No,AFRM044AEW
2340002,Arctic King,ARM024S1ARWW,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.8,17.5,2.4,2.4,213,238.0,11.0,,,No,,,,,06/18/2019,06/17/2019,"United States, Canada",ES_1030337_ARM024S1ARWW_06172019093915_4355926,No,ARM024S1ARWW
2336699,Arctic King,ARM044S1ARSV,,810004813397,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,19.7,4.4,4.4,226,254.0,11.0,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,03/26/2019,04/15/2019,"United States, Canada",ES_1030337_ARM044S1ARSV_04152019093755_1075080,No,ARM044S1ARSV
2356895,Arctic King,ARM24S4AWW,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.8,17.5,2.4,2.4,213,238.0,11.0,,,No,,,,,03/20/2020,03/23/2020,"United States, Canada",ES_1030337_ARM24S4AWW_03232020052816_1296306,No,ARM24S4AWW
2403056,Arctic King,ARM320D1ARSV,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.0,18.5,3.1,3.8,270,358.0,25.0,,,No,,,,,10/10/2022,10/14/2022,"United States, Canada",ES_1030337_ARM320D1ARSV_10142022120728_5550001_,No,ARM320D1ARSV
2378080,Arctic King,ARM33S5ABB,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.5,3.3,3.3,220,245.0,10.0,,,No,,,,,05/11/2021,05/19/2021,"United States, Canada",ES_1030337_ARM33S5ABB_051120210906239_2745100,No,ARM33S5ABB
2378081,Arctic King,ARM33S5ASL,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.5,3.3,3.3,220,245.0,10.0,,,No,,,,,05/11/2021,05/19/2021,"United States, Canada",ES_1030337_ARM33S5ASL_05112021090761_4340339,No,ARM33S5ASL
2356894,Arctic King,ARM44S5ABB,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,19.7,4.4,4.4,226,254.0,11.0,,,No,,,,,03/20/2020,03/23/2020,"United States, Canada",ES_1030337_ARM44S5ABB_03232020052017_0817940,No,ARM44S5ABB
2390410,Arctic King,ARU33B1ABB,,687636005090,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.6,3.3,3.3,220,245.0,10.0,,,No,,,,,01/07/2022,01/12/2022,"United States, Canada",ES_1030337_ARU33B1ABB_011120222053632_2106401,No,ARU33B1ABB
2390411,Arctic King,ARU33B1AWW,,687636005083,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,33.9,18.6,3.3,3.3,220,245.0,10.0,,,No,,,,,01/07/2022,01/12/2022,"United States, Canada",ES_1030337_ARU33B1AWW_011120222053319_9778347,No,ARU33B1AWW
2395169,Arctic King,ARW14B0ABB,,,Compact Cooler,3 - Freestanding Compact Cooler,,Yes,No,No,No,No,19.5,18.5,1.5,1.5,121,168.0,28.0,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,04/21/2022,04/27/2022,"United States, Canada",ES_1030337_ARW14B0ABB_042720220842690_3480583,No,ARW14B0ABB
2402881,Arctic King,ARW24S1ABB,,,Compact Cooler,3 - Freestanding Compact Cooler,,Yes,No,No,No,No,25.2,18.5,2.3,2.3,138,174.0,21.0,,,No,,,,,10/16/2022,10/10/2022,"United States, Canada",ES_1030337_ARW24S1ABB_10112022120148_80142516,No,ARW24S1ABB
2401723,Arctic King,ARW34S1ABB,,,Compact Cooler,3 - Freestanding Compact Cooler,,Yes,No,No,No,No,33.3,18.5,3.3,3.3,143,182.0,21.0,R-600a,R-600a (GWP:3 | Lower GWP),No,,,,,09/15/2022,09/20/2022,"United States, Canada",ES_1030337_ARW34S1ABB_092020220145827_2308965,No,ARW34S1ABB
2274416,Arctic King,ATMP031AEB,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,19.4,18.6,3.1,3.8,270,358.0,25.0,,,No,,,,,06/30/2016,08/08/2016,"United States, Canada",ES_1030337_ATMP031AEB_08092016073105_7865280,No,ATMP031AEB
2274417,Arctic King,ATMP031AES,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,19.4,18.6,3.1,3.8,270,358.0,25.0,,,No,,,,,06/30/2016,08/08/2016,"United States, Canada",ES_1030337_ATMP031AES_08092016073118_7878650,No,ATMP031AES
2274418,Arctic King,ATMP031AET,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,19.4,18.6,3.1,3.8,270,358.0,25.0,,,No,,,,,06/30/2016,08/08/2016,"United States, Canada",ES_1030337_ATMP031AET_08092016073130_7890006,No,ATMP031AET
2274419,Arctic King,ATMP031AEW,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,19.4,18.6,3.1,3.8,270,358.0,25.0,,,No,,,,,06/30/2016,08/08/2016,"United States, Canada",ES_1030337_ATMP031AEW_08092016073143_7903351,No,ATMP031AEW
2453235,Arctic King,AU83ETWBR1RCM,,,Compact Refrigerator,13A - Compact All-Refrigerators - automatic defrost,Automatic,Yes,No,No,No,No,66.9,24.0,8.3,8.3,167,335.0,50.0,,,No,,,,,04/11/2023,04/11/2023,"United States, Canada",ES_1030337_AU83ETWBR1RCM7_04122023100711_80165973,Yes,AU83ETWBR1RCM
2210483,Arctic King,FKAFRM024AEU,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,24.8,17.5,2.4,2.4,213,238.0,11.0,,,No,,,,,05/30/2014,05/13/2014,United States,ES_1030337_FKAFRM024AEU_05152014191341_1221863,No,FKAFRM024AEU
2210484,Arctic King,FKATMP031AEB,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.0,18.5,3.1,3.8,270,358.0,25.0,,,No,,,,,05/30/2014,05/13/2014,United States,ES_1030337_FKATMP031AEB_05152014191309_1189487,No,FKATMP031AEB
2210485,Arctic King,FKATMP031AEW,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,33.0,18.5,3.1,3.8,270,358.0,25.0,,,No,,,,,05/30/2014,05/13/2014,United States,ES_1030337_FKATMP031AEW_05152014191256_1176684,No,FKATMP031AEW
2368652,Arctic Wind,1AW1BF44A,",1AW1SLF44A,",,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,No,32.3,20.4,4.2,4.2,226,252.0,10.0,,,No,,,,,09/10/2020,02/27/2014,"United States, Canada",ES_1121980_1AW1WF44_10192020104718_1804010,No,1AW1BF44A
2369303,Arctic Wind,2ATMSL212E,,,Top Freezer,3 - Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,67.0,33.0,21.0,25.6,396,440.0,10.0,,,No,,,,,10/30/2020,11/09/2020,"United States, Canada",ES_1121980_2ATMSL212E_11102020012605_1565956,Yes,2ATMSL212E
2391837,Avanti,RA730B0W-IS,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385.0,11.0,,,No,,,,,12/14/2021,12/14/2021,"United States, Canada",ES_0092257_RA730B0W-IS_01272022060555_80104253,No,RA730B0W-IS
2391838,Avanti,RA731B1B-IS,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385.0,11.0,,,No,,,,,12/14/2021,12/14/2021,"United States, Canada",ES_0092257_RA731B1B-IS_01272022060555_80104253,No,RA731B1B-IS
2391839,Avanti,RA733B3S-IS,,,Compact Refrigerator,12 - Compact Refrigerator-Freezer - partial automatic defrost,Automatic,Yes,No,No,No,No,56.2,21.7,7.3,8.3,344,385.0,11.0,,,No,,,,,12/14/2021,12/14/2021,"United States, Canada",ES_0092257_RA733B3S-IS_01272022060555_80104253,No,RA733B3S-IS
2381175,Avanti,RM32J0W,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,33.0,17.0,3.2,3.2,218,244.0,11.0,"Other,R600a/0.705(ounces)",R-600a (GWP:3 | Lower GWP),No,,,,,05/31/2021,06/24/2021,United States,ES_92257_RM32J0W_06272021143020_1701512,No,RM32J0W
2381176,Avanti,RM32J1B,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,33.0,17.0,3.2,3.2,218,244.0,11.0,"Other,R600a/0.705(ounces)",R-600a (GWP:3 | Lower GWP),No,,,,,05/31/2021,06/24/2021,United States,ES_92257_RM32J1B_06272021143020_1900613,No,RM32J1B
2381177,Avanti,RM32JS,,,Compact Refrigerator,11A - Compact All-Refrigerator - manual defrost,Manual,Yes,No,No,No,Yes,33.0,17.0,3.2,3.2,218,244.0,11.0,"Other,R600a/0.705(ounces)",R-600a (GWP:3 | Lower GWP),No,,,,,05/31/2021,06/24/2021,United States,ES_92257_RM32JS_06272021143020_4777735,No,RM32JS
2240060,Bosch,B10CB80NVB,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,72.8,23.6,10.3,12.3,345,426.0,19.0,,,No,,,,,04/01/2015,04/01/2015,"United States, Canada",ES_31649_B10CB80NVB_05202015111833_159,No,B10CB80NVB
2240061,Bosch,B10CB80NVS,,,Bottom Freezer,5 - Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic ice maker,Automatic,No,No,No,No,No,72.8,23.6,10.3,12.3,345,426.0,19.0,,,No,,,,,04/01/2015,04/01/2015,"United States, Canada",ES_31649_B10CB80NVS_05202015120420_161,No,B10CB80NVS
