ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Load Configuration,Special Type,Additional Washer Features,Intended Market,Volume (cu. ft.),Height (inches),Width (inches),Depth (inches),Integrated Modified Energy Factor (IMEF),US Federal Standard (IMEF),Annual Energy Use (kWh/yr),Integrated Water Factor (IWF),US Federal Standard (IWF),Annual Water Use (gallons/yr),Drum Capacity for the dryer in a Combination All-in-One Washer-Dryer,Heat Pump Technology for the dryer in a Combination All-in-One Washer-Dryer,Combined Energy Factor (CEF) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Annual Energy Use (kWh/yr) for the dryer in a Combination All-in-One Washer-Dryer,Estimated Energy Test Cycle Time (min) for the dryer in a Combination All-in-One Washer-Dryer,Energy Test Cycle Information for the dryer in a Combination All-in-One Washer-Dryer,Calculated Combined Energy Factor - Max Dryness Setting (lbs/kWh) for the dryer in a Combination All-in-One Washer-Dryer,Additional Dryer Features for the dryer in a Combination All-in-One Washer-Dryer,Connected,Connects Using,Communication Standard Application Layer,Direct on-premises Open-standard Based Interconnection,Paired ENERGY STAR Clothes Dryer Available,Paired ENERGY STAR Clothes Dryer ENERGY STAR Model Identifier,Date Available On Market,Date Certified,Markets,ENERGY STAR Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria,model_number_modified
2335029,Magic Chef,MCSFLW27W,,665679018819,Front Load,,Delayed Start,Residential,2.7,,23.4,,2.76,1.84,75,3.2,4.7,2549,,,,,,,,None,No,,,,,,06/28/2021,06/30/2021,United States,ES_1107227_MCSFLW27W_03142019050934_0174124,No,MCSFLW27W
2331769,Maytag,MHW5630H**,,883049456959,Front Load,,"Delayed Start,Anti-Wrinkle,Clean Washer with Affresh",Residential,4.5,,27.0,,2.76,1.84,128,3.2,4.7,4267,,,,,,,,None,No,,,,Yes,"ES_1129244_MED5630H**_10142018214925_3765911, ES_1129244_MGD5630H**_10142018213837_3117201",12/03/2018,08/24/2018,"United States, Canada",ES_15649_MHW5630H**_10142018184935_2975704,No,MHW5630H..
2398196,Maytag,MHW5630M**,,883049625850,Front Load,,Anti-Wrinkle,Residential,4.5,,27.0,,2.92,1.84,86,3.2,4.7,4267,,,,,,,,None,No,,,,Yes,"ES_22856_MED5630M**_082920221404797_2384995,  ES_22856_MGD5630M**_082620221533556_7834086",07/15/2022,07/05/2022,United States,ES_22856_MHW5630M**_062320221618117_6794710,No,MHW5630M..
2331771,Maytag,MHW6630H**,,883049456966,Front Load,,"Delayed Start,Anti-Wrinkle,Sanitize Option,Clean Washer with Affresh",Residential,4.8,,27.0,,2.76,1.84,143,3.2,4.7,4541,,,,,,,,None,No,,,,Yes,"ES_1129244_MED6630H**_10142018214819_3699188, ES_1129244_MGD6630H**_10142018213725_3045415",12/03/2018,08/24/2018,"United States, Canada",ES_15649_MHW6630H**_10142018185017_3017925,No,MHW6630H..
2398197,Maytag,MHW6630M**,,883049625867,Front Load,,Anti-Wrinkle,Residential,4.8,,27.0,,2.92,1.84,99,3.2,4.7,4541,,,,,,,,None,No,,,,Yes,"ES_22856_MED6630M**_082920221405281_7229925, ES_22856_MGD6630M**_08262022153481_2249995",07/15/2022,07/05/2022,United States,ES_22856_MHW6630M**_062320221618590_4508742,No,MHW6630M..
2331772,Maytag,MHW8630H**,,883049456973,Front Load,,"Delayed Start,Steam Cycle,Anti-Wrinkle,Sanitize Option,Clean Washer with Affresh, Overnight Wash and Dry.",Residential,5.0,,27.0,,2.76,1.84,159,3.2,4.7,4720,,,,,,,,None,Yes,Wi-Fi,Cloud Rest API,No,Yes,"ES_1129244_MED8630H**_10142018215052_3852507, ES_1129244_MGD8630H**_10142018213503_2903417",12/03/2018,08/24/2018,"United States, Canada",ES_15649_MHW8630H**_10142018185059_3059240,No,MHW8630H..
2345404,Maytag,MVW7230H**,,883049462257,Top Load,,"Wrinkle Control, Delicate Cycle, Sanitize w/Oxi, Delayed Start",Residential,5.2,,27.0,,2.06,1.29,260,4.3,8.4,6622,,,,,,,,,Yes,Wi-Fi,Smart Energy Profile (SEP) 2.x,No,Yes,"ES_22856_MED7230H**_08242019192040_4440596, ES_22856_MGD7230H**_08242019192953_4993100",01/01/2020,08/23/2019,"United States, Canada",ES_22856_MVW7230H**_08242019191053_3853439,No,MVW7230H..
2345405,Maytag,MVW7232H**,,883049514888,Top Load,,"Wrinkle Control, Delicates, Delayed Start, Sanitize w/oxi",Residential,5.3,,27.0,,2.06,1.29,270,4.3,8.4,6736,,,,,,,,,Yes,Wi-Fi,Smart Energy Profile (SEP) 2.x,No,Yes,"ES_22856_MED7230H**_08242019192040_4440596, ES_22856_MGD7230H**_08242019192953_4993100",01/01/2020,08/23/2019,"United States, Canada",ES_22856_MVW7232H**_08242019194503_5903870,No,MVW7232H..
2345398,Maytag,MVW8230H**,,883049462264,Top Load,,"Wrinkle Control, Delicate Cycle, Sanitize w/Oxi, Delayed Start",Residential,5.2,,27.0,,2.06,1.29,260,4.3,8.4,6622,,,,,,,,,Yes,Wi-Fi,Smart Energy Profile (SEP) 2.x,No,Yes," ES_22856_MGD8230H**_08202019184724_6844383,ES_22856_MED8230H**_08202019175316_3596061",01/01/2020,08/23/2019,"United States, Canada",ES_22856_MVW8230H**_08242019183901_1941075,No,MVW8230H..
2310403,Maytag,MVWB835D**,,883049335490,Top Load,,"Oxi, Deep Clean w/steam",Residential,5.3,,27.0,,2.06,1.29,187,4.3,8.4,6698,,,,,,,,,No,,,,No,,06/01/2016,02/05/2018,"United States, Canada",ES_22856_MVWB835D**_02092018160848_2528348,No,MVWB835D..
2310409,Maytag,MVWB855D**,,883049330778,Top Load,,"Oxi, Deep Clean w/steam",Residential,5.3,,27.0,,2.06,1.29,187,4.3,8.4,6698,,,,,,,,,No,,,,Yes,ES_22856_MEDB855D*+_04282016182853_8133719,06/01/2016,02/05/2018,"United States, Canada",ES_22856_MVWB855D*+_04262016195130_0290983,No,MVWB855D..
2309397,Maytag,MVWB965H**,,883049483146,Top Load,,"Steam Cycle,Sanitize Option",Residential,6.0,,29.0,,2.06,1.29,311,4.3,8.4,7636,,,,,,,,,No,,,,,,04/01/2018,12/18/2017,"United States, Canada",ES_15649_MVWB965H**_01222018172256_1776074,No,MVWB965H..
2397951,Midea,MLH25N7BWW,,,Front Load,,None,Residential,2.5,,23.4,,2.76,1.84,65,3.2,4.7,2360,,,,,,,,,No,,,,,,06/23/2022,06/27/2022,"United States, Canada",ES_1030337_MLH25N7BWW_06272022071479_9378205,No,MLH25N7BWW
2376688,Midea,MLH45N1AWW,,,Front Load,,None,Residential,4.5,,27.0,,2.76,1.84,112,3.2,4.7,4248,,,,,,,,,No,,,,,,04/25/2021,05/03/2021,"United States, Canada",ES_1030337_MLH45N1AWW_050220212231433_7839598,No,MLH45N1AWW
2341456,Midea,MLH52S7AGS,,810004812505,Front Load,,"Steam Cycle,Sanitize Option",Residential,5.2,,27.0,,2.92,1.84,110,3.2,4.7,4909,,,,,,,,,No,,,,No,,08/30/2019,07/22/2019,"United States, Canada",ES_1030337_MLH52S7AGS_07222019091936_7176569,No,MLH52S7AGS
2341457,Midea,MLH52S7AWW,,810004812475,Front Load,,"Steam Cycle,Sanitize Option",Residential,5.2,,27.0,,2.92,1.84,110,3.2,4.7,4909,,,,,,,,,No,,,,No,,08/30/2019,07/22/2019,"United States, Canada",ES_1030337_MLH52S7AWW_07222019091918_7158790,No,MLH52S7AWW
2375446,Miele,WWD160,,4002516376903,Front Load,,"Steam Cycle,Delayed Start,Hand Wash Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Add load",Residential,2.3,,23.4,,2.24,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_0031629_TWD160WP_03022021122513_80072802,04/26/2021,03/15/2021,United States,ES_1105859_WWD160 WCS_03252021114453_80074358,No,WWD160
2375448,Miele,WXD160,,4002516377009,Front Load,,"Steam Cycle,Delayed Start,Hand Wash Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Add load",Residential,2.3,,23.4,,2.24,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_0031629_TXD160WP_03022021122513_80072802,04/26/2021,03/15/2021,"United States, Canada",ES_1105859_WXD160 WCS_03252021114453_80074358,No,WXD160
2375450,Miele,WXF660,,4002516377115,Front Load,,"Delayed Start,Hand Wash Cycle,Steam Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Add load
Detergent dosing system
Care-clean machine
Care-cleanTwinDos",Residential,2.3,,23.4,,2.13,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_0031629_TXI680WP_03022021122513_80072802,04/26/2021,03/15/2021,"United States, Canada",ES_1105859_WXF660 WCS_03252021114453_80074358,No,WXF660
2375451,Miele,WXI860,,4002516377023,Front Load,,"Steam Cycle,Delayed Start,Hand Wash Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Add load
Detergent dosing system
Care-clean machine
Care-cleanTwinDos",Residential,2.3,,23.4,,2.13,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,Yes,ES_0031629_TWI680WP_03022021122513_80072802,04/26/2021,03/15/2021,"United States, Canada",ES_1105859_WXI860 WCS_03252021114453_80074358,No,WXI860
2376233,Miele,WXR860,,4002516376804,Front Load,,"Delayed Start,Hand Wash Cycle,Steam Cycle,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Add load
Detergent dosing system
Care-clean machine
Care-cleanTwinDos",Residential,2.3,,23.4,,2.13,1.84,116,3.7,4.7,2467,,,,,,,,,No,,,,No,,04/26/2021,04/14/2021,"United States, Canada",ES_1105859_WXR860 WCS_04202021101145_80080097,No,WXR860
2393093,Samsung,WA49B5205A*,,887276751122,Top Load,,"Steam Cycle,Delicates",Residential,4.9,44.6,27.5,29.4,2.06,1.29,120,4.3,8.4,6165,,,,,,,,,No,,,,Yes,"ES_1023593_DVE45B6305*_02172022061128_80114931,ES_1023593_DVG45B6305*_02172022061128_80114931",03/15/2022,02/17/2022,"United States, Canada",ES_1023593_WA49B5205A*_02172022060029_80116012,No,WA49B5205A.
2373639,Samsung,WA50A54**A*,,887276532035,Top Load,,Delicate,Residential,5.0,,27.0,,2.06,1.29,120,4.3,8.4,6292,,,,,,,,,No,,,,Yes,ES_1023593_DVE50A5405*_03122021052430_80074820,03/08/2021,02/03/2021,"United States, Canada",ES_1023593_WA50A54**A*_02082021053834_80071059,No,WA50A54..A.
2310461,Samsung,WA50M74**A*,,887276196411,Top Load,,"Smart Care, Mist Shower",Residential,5.0,,27.0,,2.06,1.29,125,4.3,8.4,6343,,,,,,,,,No,,,,Yes,ES_1023593_DVE50T74***_11132019035850_80023422,02/12/2017,12/27/2016,"United States, Canada",ES_1023593_WA50M74**A*_02092018060252_70172127,No,WA50M74..A.
2333512,Samsung,WA50R52**A*,,887276300528,Top Load,,"Pre Soak, Fabric Softner, Deep Fill, Super Speed, Active Waterjet, Delay End, Auto Temperature Control",Residential,5.0,,27.0,,2.06,1.29,120,4.3,8.4,6292,,,,,,,,,No,,,,No,,02/01/2019,01/16/2019,"United States, Canada",ES_1023593_WA50R52**A*_02042019013708_70211759,No,WA50R52..A.
2333511,Samsung,WA50R54**A*,,887276300542,Top Load,,"Pre Soak, Fabric Softner, Deep Fill, Super Speed, Active Waterjet, Delay End, Auto Temperature Control",Residential,5.0,,27.0,,2.06,1.29,120,4.3,8.4,6292,,,,,,,,,No,,,,No,,02/01/2019,01/16/2019,"United States, Canada",ES_1023593_WA50R54**A*_02042019013708_70211759,No,WA50R54..A.
2352575,Samsung,WA50T53**A*,,887276399317,Top Load,,"Steam Cycle,Pre Soak, Super Speed, Delay End, Auto Temperature Control",Residential,5.0,,27.0,,2.06,1.29,120,4.3,8.4,6292,,,,,,,,,No,,,,No,,01/17/2020,12/19/2019,"United States, Canada",ES_1023593_WA50T53**A*_01062020010646_80025718,No,WA50T53..A.
2350126,Samsung,WA50T74**A*,,887276385228,Top Load,,"Steam Cycle, Pre Soak, Super Speed, Delay End, Auto Temperature Control",Residential,5.0,,27.0,,2.06,1.29,125,4.3,8.4,6292,,,,,,,,,No,,,,Yes,ES_1023593_DVE50T74***_11132019035850_80023422,01/03/2020,11/14/2019,"United States, Canada",ES_1023593_WA50T74**A*_11202019054034_80023423,No,WA50T74..A.
2389052,Samsung,WA51A5505A*,,887276751153,Top Load,,Agitator,Residential,5.1,44.6,27.5,29.4,2.06,1.29,120,4.3,8.4,6419,,,,,,,,,No,,,,No,,06/11/2021,05/21/2021,"United States, Canada",ES_1023593_WA51A5505A*_05262021084256_80084651,No,WA51A5505A.
2378430,Samsung,WA52A55**A*,,887276751184,Top Load,,Delayed Start,Residential,5.2,44.6,27.5,29.4,2.06,1.29,120,4.3,8.4,6545,,,,,,,,,No,,,,No,,06/11/2021,05/21/2021,"United States, Canada",ES_1023593_WA52A55**A*_05262021084256_80084651,No,WA52A55..A.
2388146,Samsung,WA52B76**A*,,887276618678,Top Load,,"Steam Cycle,Delicates",Residential,5.2,58.3,27.5,29.4,2.06,1.29,165,4.3,8.4,6545,,,,,,,,,No,,,,No,,12/25/2021,11/16/2021,"United States, Canada",ES_1023593_WA52B76**A*_11162021110147_80105927,No,WA52B76..A.
2310462,Samsung,WA52M77**A*,,887276196428,Top Load,,"activewash, Steam, Smart Care, Mist Shower",Residential,5.2,,27.0,,2.06,1.29,165,4.3,8.4,6596,,,,,,,,,No,,,,No,,02/01/2017,01/13/2017,"United States, Canada",ES_1023593_WA52M77**A*_02092018060252_70172127,No,WA52M77..A.
2350127,Samsung,WA52T76**A*,,887276385235,Top Load,,"Pre Soak, Super Speed, Delay End, Auto Temperature Control",Residential,5.2,,27.0,,2.06,1.29,165,4.3,8.4,6545,,,,,,,,,No,,,,Yes,ES_1023593_DVE52T76***_11132019035850_80023422,01/03/2020,11/14/2019,"United States, Canada",ES_1023593_WA52T76**A*_11202019054034_80023423,No,WA52T76..A.
2453095,Samsung,WA53CG7155A*,,887276760353,Top Load,,"Steam Cycle,Gentle Cycle,Delicates",Residential,5.3,45.8,27.5,29.4,2.3,1.29,120,3.8,8.4,5975,,,,,,,,,No,,,,No,,05/10/2023,04/05/2023,"United States, Canada",ES_1023593_WA53CG7155A*3_04102023110059_80163534,No,WA53CG7155A.
2378431,Samsung,WA54A7305A*,,887276751214,Top Load,,Agitator,Residential,5.4,45.8,27.5,29.4,2.06,1.29,120,4.3,8.4,6799,,,,,,,,,No,,,,Yes,"ES_1023593_DVE55A73***_05142021031426_80078534, ES_1023593_DVG55A73***_05142021031426_80078534",06/11/2021,05/21/2021,"United States, Canada",ES_1023593_WA54A7305A*_05262021084256_80084651,No,WA54A7305A.
2453100,Samsung,WA54CG7105A*,,887276739106,Top Load,,"Steam Cycle,Gentle Cycle,Delicates",Residential,5.4,45.8,27.5,29.4,2.3,1.29,120,3.8,8.4,6009,,,,,,,,,No,,,,No,,06/10/2023,04/05/2023,"United States, Canada",ES_1023593_WA54CG7105A*3_04102023110059_80163534,No,WA54CG7105A.
2453097,Samsung,WA54CG715*A*,,887276760360,Top Load,,"Steam Cycle,Gentle Cycle,Delicates",Residential,5.4,45.8,27.5,29.4,2.3,1.29,120,3.8,8.4,6087,,,,,,,,,No,,,,No,,05/10/2023,04/05/2023,"United States, Canada",ES_1023593_WA54CG715*A*3_04102023110059_80163534,No,WA54CG715.A.
2453096,Samsung,WA54CG755*A*,,887276760384,Top Load,,"Steam Cycle,Gentle Cycle,Delicates",Residential,5.4,45.8,27.5,29.4,2.3,1.29,120,3.8,8.4,6087,,,,,,,,,No,,,,No,,05/10/2023,04/05/2023,"United States, Canada",ES_1023593_WA54CG755*A*3_04102023110059_80163534,No,WA54CG755.A.
2310464,Samsung,WA54M87**A*,,887276196466,Top Load,,"activewash, Super Speed, Steam",Residential,5.4,,27.0,,2.06,1.29,165,4.3,8.4,6850,,,,,,,,,No,,,,No,,02/01/2017,01/13/2017,"United States, Canada",ES_1023593_WA54M87**A*_02092018060252_70172127,No,WA54M87..A.
2339823,Samsung,WA54R72**A*,,887276300566,Top Load,,"Pre Soak, Fabric Softner, Deep Fill, Super Speed, Active Waterjet, Delay End, Auto Temperature Control",Residential,5.4,,27.0,,2.06,1.29,120,4.3,8.4,6799,,,,,,,,,No,,,,Yes,"ES_1023593_DVE54R72***_05312019122829_80005224, ES_1023593_DVG54R72***_05312019122829_80005224",07/01/2019,06/10/2019,"United States, Canada",ES_1023593_WA54R72**A*_06142019034825_80005220,No,WA54R72..A.
2339822,Samsung,WA54R76**A*,,887276300580,Top Load,,"Pre Soak, Fabric Softner, Deep Fill, Super Speed, Active Waterjet, Delay End, Auto Temperature Control",Residential,5.4,,27.0,,2.06,1.29,165,4.3,8.4,6799,,,,,,,,,No,,,,Yes,"ES_1023593_DVE54R76***_05312019122829_80005224, ES_1023593_DVG54R76***_05312019122829_80005224",07/01/2019,06/10/2019,"United States, Canada",ES_1023593_WA54R76**A*_06142019034825_80005220,No,WA54R76..A.
2378432,Samsung,WA55A73**A*,,887276751221,Top Load,,Delayed Start,Residential,5.5,45.8,27.5,29.4,2.06,1.29,120,4.3,8.4,6926,,,,,,,,,No,,,,Yes,"ES_1023593_DVE55A73***_05142021031426_80078534, ES_1023593_DVG55A73***_05142021031426_80078534",06/11/2021,05/21/2021,"United States, Canada",ES_1023593_WA55A73**A*_05262021084256_80084651,No,WA55A73..A.
2310405,Whirlpool,WFW9290F**,",WFW9290FW,",883049381602,Front Load,,"Delayed Start,Delay Start, Pre-Soak, Eco Boost,Steam for Stains, Fan Fresh",Residential,4.2,,27.0,,2.92,1.84,89,3.2,4.7,3936,,,,,,,,,No,,,,Yes,ES_22856_WED9290FC*_05032016210958_9798020,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WFW9290F**_04262016215708_7828753,No,WFW9290F..
2428399,Whirlpool,WTW6150P**,,883049678900,Top Load,,Anti-Wrinkle,Residential,5.3,43.0,27.0,27.0,2.06,1.29,260,4.3,8.4,6761,,,,,,,,,No,,,,No,,05/01/2023,03/17/2023,"United States, Canada",ES_22856_WTW6150P** (base model V22aAf50(3B)_03142023165360_6042150,No,WTW6150P..
2447108,Whirlpool,WTW6157P**,",,V23aAf50(3B)",883049678931,Top Load,,Anti-Wrinkle,Residential,5.3,43.0,27.0,28.0,2.06,1.29,260,4.3,8.4,6660,,,,,,,,,No,,,,No,,05/01/2023,03/23/2023,"United States, Canada",ES_22856_WTW6157P**_032020231903634_7857031,No,WTW6157P..
2310408,Whirlpool,WTW7000D**,,883049330822,Top Load,,"Delayed Start,Delay Start, Deep Clean, Extra Rinse, Presoak",Residential,4.8,,27.0,,2.06,1.29,169,4.3,8.4,6076,,,,,,,,,No,,,,No,,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WTW7000D*+_04262016231656_2616796,No,WTW7000D..
2310395,Whirlpool,WTW7040D**,,883049346441,Top Load,,"Delayed Start,Delay Start, Deep Clean, Extra Rinse, Presoak",Residential,4.8,,27.0,,2.06,1.29,169,4.3,8.4,6076,,,,,,,,,No,,,,No,,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WTW7040D*+_04262016232025_2825705,No,WTW7040D..
2346209,Whirlpool,WTW7120H**,,883049463414,Top Load,,"Wrinkle Control, Delicate Cycle, Sanitize w/Oxi, Delayed Start",Residential,5.3,,27.0,,2.06,1.29,263,4.3,8.4,6761,,,,,,,,None,Yes,Wi-Fi,Smart Energy Profile (SEP) 2.x,No,No,,01/01/2020,09/11/2019,"United States, Canada",ES_15649_WTW7120H**_09112019230848_3328578,No,WTW7120H..
2310407,Whirlpool,WTW7300D**,,883049347202,Top Load,,"Delayed Start,Delay Start, Deep Clean, Extra Rinse, Presoak",Residential,4.8,,27.0,,2.06,1.29,169,4.3,8.4,6076,,,,,,,,,No,,,,No,,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WTW7300D*+_04262016232358_3038963,No,WTW7300D..
2309992,Whirlpool,WTW7500G**,,883049446196,Top Load,,"Delayed Start,Clean Washer",Residential,4.8,,27.0,,2.06,1.29,212,4.3,8.4,6076,,,,,,,,,No,,,,No,,09/01/2017,02/05/2018,"United States, Canada",ES_22856_WTW7500G**_05272017000424_3464833,No,WTW7500G..
2310404,Whirlpool,WTW8000D**,,883049330754,Top Load,,"Clean Boost, PreSoak",Residential,5.3,,27.0,,2.06,1.29,196,4.3,8.4,6698,,,,,,,,,No,,,,Yes,ES_22856_WED8000D*+_05032016182429_9869058,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WTW8500D*+_04272016152904_0944270,No,WTW8000D..
2310393,Whirlpool,WTW8000D*+,,883049330754,Top Load,,"Clean Boost, PreSoak",Residential,5.3,,27.0,,2.06,1.29,196,4.3,8.4,6698,,,,,,,,,No,,,,Yes,ES_22856_WED8000D*+_05032016182429_9869058,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WTW8000D*+_04262016232811_3291660,No,WTW8000D.+
2310396,Whirlpool,WTW8040D**,,883049346458,Top Load,,"Clean Boost, PreSoak",Residential,5.3,,27.0,,2.06,1.29,196,4.3,8.4,6698,,,,,,,,,No,,,,Yes,ES_22856_WED8000D*+_05032016182429_9869058,06/01/2016,02/05/2018,"United States, Canada",ES_22856_WTW8040D*+_04262016233212_3532536,No,WTW8040D..
2346210,Whirlpool,WTW8120H**,,883049463421,Top Load,,"Wrinkle Control, Delicate Cycle, Sanitize w/Oxi, Delayed Start",Residential,5.3,,27.0,,2.06,1.29,260,4.3,8.4,6761,,,,,,,,None,Yes,Wi-Fi,Smart Energy Profile (SEP) 2.x,No,Yes,"ES_22856_WED8120H**_09112019154848_6928419, ES_22856_WGD8120H**_09112019191722_9442434",01/01/2020,09/11/2019,"United States, Canada",ES_15649_WTW8120H**_09112019230101_2861355,No,WTW8120H..
2369158,Whirlpool,WTW8127L**,,883049606354,Top Load,,"Delayed Start,Anti-Wrinkle,Sanitize Option,Gentle Cycle,Wrinkle Control, Delicate Cycle, Sanitize w/Oxi",Residential,5.2,,27.0,,2.06,1.29,260,4.3,8.4,6622,,,,,,,,,No,,,,Yes,"ES_22856_WED8127L**_10132020195006_8606018, ES_22856_WGD8127L**_10132020201620_0180688",12/01/2020,11/05/2020,"United States, Canada",ES_22856_WTW8127L**_11052020191640_3800065,No,WTW8127L..
2307388,Whirlpool,WTW8700E**,,883049366067,Top Load,,"Clean Boost, PreSoak, Steam",Residential,5.3,,27.0,,2.06,1.29,251,4.3,8.4,6698,,,,,,,,,Yes,Wi-Fi,Revelation method (proprietary).  A documented standard within Whirlpool and implemented in Whirlpool Connected Appliance Cloud.  Third party interaction with Whirlpool Connected Appliance Cloud (M2M) to initiate commands with the appliance,No,Yes,ES_22856_WED8700E**_05032016193738_4258822,06/01/2016,12/05/2017,"United States, Canada",ES_22856_WTW8700E**_04272016154018_1618713,No,WTW8700E..
2390614,WINIA,WTP45##*,,,Top Load,,None,Residential,4.5,28.4,27.0,45.8,2.37,1.29,127,3.5,8.4,4646,,,,,,,,,No,,,,No,,08/15/2021,01/14/2022,United States,ES_1108205_WTP4521W_01142022100756_6306573,No,WTP45...
