ENERGY STAR Unique ID,Brand Name,Model Number,Additional Model Information,UPC,Height (inches),Width (inches),Depth (inches),Weight (lbs),Cooling Capacity (Btu/hr),Voltage (volts),Type,Installation Mounting Type,Support Bracket,Heating Mode,Casement Window,Product Class,Variable Speed Compressor,Low Noise,Refrigerant Type,Refrigerant with GWP,Combined Energy Efficiency Ratio (CEER),Percent Less Energy Use than US Federal Standard,Annual Energy Use (kWh/yr),Connected Capable,Connects Using,Communication Hardware Architecture,DR Protocol,Primary Communication Module/Device Brand Name and Model Number,Network Security Standards,Network Standby Power (watts),Is Broadband Internet Connection Needed for Demand Response?,Direct on-premises Open-standard Based Interconnection,Date Available On Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2023 Criteria,model_number_modified
2403761,ACEKOOL,TWC-08CRD1/L0U(ES),,,,,,,8100,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,506,No,,,,,,,,,09/28/2022,10/28/2022,"United States, Canada",ES_1148173_TWC-08CRD1/L0U(ES)_102820220237342_4638461,No,TWC-08CRD1/L0U(ES)
2402119,ACEKOOL,TWC-10CRD1/L0U(ES),,,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,625,No,,,,,,,,,09/28/2022,09/29/2022,"United States, Canada",ES_1148173_TWC-10CRD1/L0U(ES)_092920220344584_1865516,No,TWC-10CRD1/L0U(ES)
2403759,ACEKOOL,TWC-10CRD1/L0U(ES),,,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,625,No,,,,,,,,,09/28/2022,10/28/2022,"United States, Canada",ES_1148173_TWC-10CRD1/L0U(ES)_102820220238959_6893108,No,TWC-10CRD1/L0U(ES)
2368985,Amana,AMAP061CW,,,,,,,6000,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",,No,,,12.1,10,372,No,,,,,,,,,10/28/2020,10/29/2020,"United States, Canada",ES_1055302_AMAP061CW_10292020095348_5228896,No,AMAP061CW
2368987,Amana,AMAP081CW,,,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,500,No,,,,,,,,,10/28/2020,10/29/2020,"United States, Canada",ES_1055302_AMAP081CW_10292020100108_5668810,No,AMAP081CW
2388175,Amana,AMAP101CW,,840148715172,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,625,No,,,,,,,,,12/01/2021,11/17/2021,"United States, Canada",ES_1055302_AMAP101CW_111720210200614_8854026,No,AMAP101CW
2388178,Amana,AMAP121CW,,840148715189,,,,,12100,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,756,No,,,,,,,,,12/01/2021,11/17/2021,"United States, Canada",ES_1055302_AMAP121CW_111720210200269_5182843,No,AMAP121CW
2388179,Amana,AMAP151CW,,840148715196,,,,,15000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,953,No,,,,,,,,,12/01/2021,11/17/2021,"United States, Canada",ES_1055302_AMAP151CW_111720210200911_7288519,No,AMAP151CW
2388181,Amana,AMAP182CW,,840148715202,,,,,18000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,1144,No,,,,,,,,,12/01/2021,11/17/2021,"United States, Canada",ES_1055302_AMAP182CW_111720210200516_5650381,No,AMAP182CW
2368997,Amana,AMAP242BWE,,,,,,,24000,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1748,No,,,,,,,,,10/28/2020,10/29/2020,"United States, Canada",ES_1055302_AMAP242BWE_11022020034644_8804247,No,AMAP242BWE
2388183,Amana,AMAP242CW,,840148715219,,,,,24700,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1798,No,,,,,,,,,12/01/2021,11/17/2021,"United States, Canada",ES_1055302_AMAP242CW_111720210204946_4215096,No,AMAP242CW
2349340,amazonbasics,B07N6LPL7V,,,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,500,No,,,,,,,,,11/01/2019,10/16/2019,"United States, Canada",ES_0021964_B07N6LPL7V_10242019112704_80021283,No,B07N6LPL7V
2349343,amazonbasics,B07Y2B3ZXV,,,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,750,No,,,,,,,,,11/01/2019,10/16/2019,"United States, Canada",ES_0021964_B07Y2B3ZXV_10242019112704_80021283,No,B07Y2B3ZXV
2349170,amazonbasics,B07Y2B738L,,,,,,,18000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,1144,No,,,,,,,,,10/31/2019,10/31/2019,"United States, Canada",ES_1141458_B07Y2B738L_10312019091047_3047119,No,B07Y2B738L
2349171,amazonbasics,B07Y2BTPJ3,,,,,,,25000,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1820,No,,,,,,,,,10/31/2019,10/31/2019,"United States, Canada",ES_1141458_B07Y2BTPJ3_10312019091251_3171976,No,B07Y2BTPJ3
2349342,amazonbasics,B07Y2C57KD,,,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,625,No,,,,,,,,,11/01/2019,10/16/2019,"United States, Canada",ES_0021964_B07Y2C57KD_10242019112704_80021283,No,B07Y2C57KD
2381703,Arctic King,AAW12C1OUM-PR,,,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,750,No,,,,,,,,,07/06/2021,07/06/2021,"United States, Canada",ES_1138537_AAW12C1OUM-PR_07072021061748_80089524,No,AAW12C1OUM-PR
2254740,Arctic King,AKTW08CR61,",AKTW08CR71E,",,,,,,8000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,566,No,,,,,,,,,12/01/2015,12/08/2015,"United States, Canada",ES_1030337_AKTW08CR61_12112015061954_4794819,No,AKTW08CR61
2254739,Arctic King,AKTW10CR61,",AKTW10CR71E,",,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,12/01/2015,12/08/2015,"United States, Canada",ES_1030337_AKTW10CR61_12112015062007_4807765,No,AKTW10CR61
2254741,Arctic King,AKTW10CR62,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,12/01/2015,12/08/2015,"United States, Canada",ES_1030337_AKTW10CR62_12112015062025_4825812,No,AKTW10CR62
2254743,Arctic King,AKTW12CR61,",AKTW12CR71E,",,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,No,,,10.5,11,857,No,,,,,,,,,12/01/2015,12/08/2015,"United States, Canada",ES_1030337_AKTW12CR61_12112015062048_4848531,No,AKTW12CR61
2254742,Arctic King,AKTW12CR62,,,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,No,,,10.5,11,857,No,,,,,,,,,12/01/2015,12/08/2015,"United States, Canada",ES_1030337_AKTW12CR62_12112015062102_4862002,No,AKTW12CR62
2290128,Arctic King,AKW08CR71,",AKW08CR71E,",,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,500,No,,,,,,,,,02/06/2017,02/06/2017,"United States, Canada",ES_1138537_AKW08CR71_02072017071503_1703678,No,AKW08CR71
2290125,Arctic King,AKW10CR71,,,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,625,No,,,,,,,,,02/06/2017,02/06/2017,"United States, Canada",ES_1138537_AKW10CR71_02072017071514_1714954,No,AKW10CR71
2290124,Arctic King,AKW12CR71,,,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,750,No,,,,,,,,,02/06/2017,02/06/2017,"United States, Canada",ES_1138537_AKW12CR71_02072017071541_1741884,No,AKW12CR71
2290123,Arctic King,AKW15CR71,,,,,,,15100,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,960,No,,,,,,,,,02/06/2017,02/06/2017,"United States, Canada",ES_1138537_AKW15CR71_02072017071554_1754638,No,AKW15CR71
2290122,Arctic King,AKW18CR72,,,,,,,18000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,1144,No,,,,,,,,,02/06/2017,02/06/2017,"United States, Canada",ES_1138537_AKW18CR72_02072017071606_1766247,No,AKW18CR72
2293411,Arctic King,AKW25CR72E,,,,,,,25000,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1820,No,,,,,,,,,03/31/2017,03/31/2017,"United States, Canada",ES_1030337_AKW25CR72E_03312017073152_5512898,No,AKW25CR72E
2253154,Arctic King,MWEUW2-10CRN1-BCJ6,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,11/15/2015,11/20/2015,"United States, Canada",ES_1030337_MWEUW2-10CRN1-BCJ6_11202015233758_2678329,No,MWEUW2-10CRN1-BCJ6
2282262,Arctic King,MWFUK-08CRN1-BCL0,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,12.0,25,625,No,,,,,,,,,10/25/2016,10/25/2016,"United States, Canada",ES_1030337_MWFUK-08CRN1-BCL0_10262016055710_1430934,No,MWFUK-08CRN1-BCL0
2282263,Arctic King,WWK08CW71E,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,12.0,25,625,No,,,,,,,,,10/25/2016,10/25/2016,United States,ES_1030337_WWK08CW71E_10262016055638_1398185,No,WWK08CW71E
2327877,Arctic King,WWK08CW91E-B,,,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,500,No,,,,,,,,,10/01/2018,09/30/2018,"United States, Canada",ES_1138537_WWK08CW91E-B_10072018120608_70200496,No,WWK08CW91E-B
2328038,Arctic King,WWK15CR91N,,,,,,,15100,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",No,No,,,11.8,10,960,No,,,,,,,,,10/01/2018,09/30/2018,"United States, Canada",ES_1138537_WWK15CR91N_10072018120608_70200496,No,WWK15CR91N
2376077,Arctic Wind,2ATW10000A,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",No,No,,,10.6,10,708,No,,,,,,,,,03/30/2021,04/14/2021,"United States, Canada",ES_1121980_2ATW10000A_041320212046713_9431951,No,2ATW10000A
2376078,Arctic Wind,2ATW10002A,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",No,No,,,10.6,10,708,No,,,,,,,,,03/30/2021,04/14/2021,"United States, Canada",ES_1121980_2ATW10002A_04132021204772_4340482,No,2ATW10002A
2376080,Arctic Wind,2ATW120002A,,,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",No,No,,,10.5,11,857,No,,,,,,,,,03/30/2021,04/14/2021,"United States, Canada",ES_1121980_2ATW120002A_041320212047642_8861462,No,2ATW120002A
2376079,Arctic Wind,2ATW12000A,,,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",No,No,,,10.5,11,857,No,,,,,,,,,03/30/2021,04/14/2021,"United States, Canada",ES_1121980_2ATW12000A_041320212047958_5842286,No,2ATW12000A
2376076,Arctic Wind,2ATW8000A,,,,,,,8000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",No,No,,,10.6,10,566,No,,,,,,,,,03/30/2021,04/14/2021,"United States, Canada",ES_1121980_2ATW8000A_041320212046282_4975997,No,2ATW8000A
2392908,Arctic Wind,2AW15000EA,,850012484103,,,,,15000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,953,No,,,,,,,,,02/07/2022,02/10/2022,"United States, Canada",ES_1121980_2AW15000EA_02092022234207_3998931,No,2AW15000EA
2392909,Arctic Wind,2AW18000EA,,850012484110,,,,,18000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,1144,No,,,,,,,,,02/07/2022,02/10/2022,"United States, Canada",ES_1121980_2AW18000EA_020920222342765_2058857,No,2AW18000EA
2392910,Arctic Wind,2AW24000EA,,850012484127,,,,,24700,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1798,No,,,,,,,,,02/07/2022,02/10/2022,"United States, Canada",ES_1121980_2AW24000EA_020920222342518_6220207,No,2AW24000EA
2262622,Best Home,57H-ID0-05CRN1/BI7,,,,,,,5000,,Window,,,No,None,"1. Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",,No,,,12.1,10,310,No,,,,,,,,,03/15/2016,03/16/2016,"United States, Canada",ES_1127347_57H-ID0-05CRN1/BI7_03182016212104_6064723,No,57H-ID0-05CRN1/BI7
2262624,Best Home,57H-ID0-10CRN1/BJ8,,,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,625,No,,,,,,,,,03/15/2016,03/16/2016,"United States, Canada",ES_1127347_57H-ID0-10CRN1/BJ8_03182016212155_6115147,No,57H-ID0-10CRN1/BJ8
2262626,Best Home,57H-ID0-12CRN1/BJ8,,,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,750,No,,,,,,,,,03/15/2016,03/16/2016,"United States, Canada",ES_1127347_57H-ID0-12CRN1/BJ8_03182016212237_6157530,No,57H-ID0-12CRN1/BJ8
2369753,Bevoi,BEVTTW081C,,,,,,,8300,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,587,No,,,,,,,,,11/17/2020,11/20/2020,"United States, Canada",ES_1145666_BEVTTW081C_11202020114302_2582010,No,BEVTTW081C
2361170,Black + Decker,BWAM10W**,,,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,625,No,,,,,,,,,06/01/2020,06/02/2020,"United States, Canada",ES_1126481_BWAM10W**_06022020111638_80044376,No,BWAM10W..
2361171,Black + Decker,BWAM12W**,,,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,750,No,,,,,,,,,06/01/2020,06/02/2020,"United States, Canada",ES_1126481_BWAM12W**_06022020111638_80044376,No,BWAM12W..
2360655,Crosley,CATS08B1,,,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,500,No,,,,,,,,,05/25/2020,05/26/2020,United States,ES_92264_CATS08B1_05262020064011_5211243,No,CATS08B1
2309180,Crosley,CATS10A1,,,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,625,No,,,,,,,,,01/15/2018,01/15/2018,"United States, Canada",ES_92264_CATS10A1_01162018120143_4103542,No,CATS10A1
2360656,Crosley,CATS10B1,,,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,625,No,,,,,,,,,05/25/2020,05/26/2020,United States,ES_92264_CATS10B1_05262020064102_5262522,No,CATS10B1
2375491,Crosley,CATS10C1,,,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,625,No,,,,,,,,,02/05/2021,03/27/2021,"United States, Canada",ES_92264_CATS10C1_032720210629824_8450529,No,CATS10C1
2309181,Crosley,CATS12A1,,,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,750,No,,,,,,,,,01/15/2018,01/15/2018,"United States, Canada",ES_92264_CATS12A1_01162018120155_4115302,No,CATS12A1
2360657,Crosley,CATS12B1,,,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,750,No,,,,,,,,,05/25/2020,05/26/2020,United States,ES_92264_CATS12B1_05262020064137_5297634,No,CATS12B1
2375492,Crosley,CATS12C1,,,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,750,No,,,,,,,,,02/05/2021,03/27/2021,"United States, Canada",ES_92264_CATS12C1_03272021063109_5506947,No,CATS12C1
2309182,Crosley,CATS15A1,,,,,,,15000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,953,No,,,,,,,,,01/15/2018,01/15/2018,"United States, Canada",ES_92264_CATS15A1_01162018120207_4127486,No,CATS15A1
2360658,Crosley,CATS15B1,,,,,,,15000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,953,No,,,,,,,,,05/25/2020,05/26/2020,United States,ES_92264_CATS15B1_05262020064205_5325517,No,CATS15B1
2309183,Crosley,CATS18A2,,,,,,,18000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,1144,No,,,,,,,,,01/15/2018,01/15/2018,"United States, Canada",ES_92264_CATS18A2_01162018120222_4142035,No,CATS18A2
2360659,Crosley,CATS18B2,,,,,,,18000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,1144,No,,,,,,,,,05/25/2020,05/26/2020,United States,ES_92264_CATS18B2_05262020064235_5355656,No,CATS18B2
2309184,Crosley,CATS24A2,,,,,,,24000,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1748,No,,,,,,,,,01/15/2018,01/15/2018,"United States, Canada",ES_92264_CATS24A2_01162018120234_4154474,No,CATS24A2
2360660,Crosley,CATS24B2,,,,,,,24000,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1748,No,,,,,,,,,05/25/2020,05/26/2020,United States,ES_92264_CATS24B2_05262020064345_5425098,No,CATS24B2
2289126,Crosley,CTWMS10A1,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,01/21/2017,01/21/2017,"United States, Canada",ES_92264_CTWMS10A1_01232017084840_1320269,No,CTWMS10A1
2289125,Crosley,CTWMS12A1,,,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,No,,,10.5,11,857,No,,,,,,,,,01/21/2017,01/21/2017,"United States, Canada",ES_92264_CTWMS12A1_01232017084852_1332941,No,CTWMS12A1
2289128,Crosley,CTWMS12A2 (230V),,,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,No,,,10.5,11,857,No,,,,,,,,,01/21/2017,01/21/2017,"United States, Canada",ES_92264_CTWMS12A2 (230V)_01232017084917_1357634,No,CTWMS12A2 (230V)
2355717,Daewoo,DWC-F06C1KRC-Y,,,,,,,6000,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",No,No,,,12.1,10,372,No,,,,,,,,,01/02/2020,01/02/2020,"United States, Canada",ES_1108205_DWC-F06C1KRC-Y_03042020011021_80024169,No,DWC-F06C1KRC-Y
2355718,Daewoo,DWC-F08C1KRC-Y,,,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,500,No,,,,,,,,,01/02/2020,01/02/2020,"United States, Canada",ES_1108205_DWC-F08C1KRC-Y_03042020011021_80024169,No,DWC-F08C1KRC-Y
2336638,Elios,TE10CM10115S,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,03/25/2019,04/12/2019,Canada,ES_1142938_TE10CM10115S_04122019031643_9003923,No,TE10CM10115S
2336640,Elios,TE10CM10230S,,,,,,,10000,,Through the Wall,,,No,None,"8a. Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",,No,,,10.6,10,708,No,,,,,,,,,03/25/2019,04/12/2019,Canada,ES_1142938_TE10CM10230S_04122019032402_9442220,No,TE10CM10230S
2336641,Elios,TE12CM10115S,,,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,No,,,10.5,11,857,No,,,,,,,,,03/25/2019,04/12/2019,Canada,ES_1142938_TE12CM10115S_04122019032604_9564328,No,TE12CM10115S
2336643,Elios,TE12CM10230S,,,,,,,12000,,Through the Wall,,,No,None,"8b. Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",,No,,,10.5,11,857,No,,,,,,,,,03/25/2019,04/12/2019,Canada,ES_1142938_TE12CM10230S_04122019032740_9660451,No,TE12CM10230S
2361162,FREO,FHCW061AUQ,,,,,,,6000,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",No,No,,,12.1,10,372,No,,,,,,,,,06/01/2020,06/02/2020,"United States, Canada",ES_1055302_FHCW061AUQ_06022020111638_80044376,No,FHCW061AUQ
2361164,FREO,FHCW081AUQ,,,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,500,No,,,,,,,,,06/01/2020,06/02/2020,"United States, Canada",ES_1055302_FHCW081AUQ_06022020111638_80044376,No,FHCW081AUQ
2406398,fridgemaster,FMAW08CWVG,,810088362422,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,R-32,R-32 (GWP:675 | Lower GWP),11.4,5,526,Yes,Wi-Fi,A - Built-in,,,,,,Yes,12/21/2022,08/17/2021,Canada,ES_1115137_FMAW08CWVG_12212022103413_830804,No,FMAW08CWVG
2336648,Friedrich,CCF05A10A,,,,,,,5250,,Window,,,No,None,"1. Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",No,No,,,12.1,10,325,No,,,,,,,,,04/12/2019,04/12/2019,"United States, Canada",ES_31705_CCF05A10A_04122019085248_9168165,No,CCF05A10A
2338942,Friedrich,CCF06A10A,,,,,,,6000,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",No,No,,,12.1,10,372,No,,,,,,,,,05/23/2019,05/28/2019,"United States, Canada",ES_31705_CCF06A10A_05282019032929_4169874,No,CCF06A10A
2338941,Friedrich,CCF08A10A,,,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,500,No,,,,,,,,,05/23/2019,05/28/2019,"United States, Canada",ES_31705_CCF08A10A_05282019033554_4554961,No,CCF08A10A
2336649,Friedrich,CCF10A10A,,,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,625,No,,,,,,,,,04/12/2019,04/12/2019,"United States, Canada",ES_31705_CCF10A10A_04122019085720_9440522,No,CCF10A10A
2336650,Friedrich,CCF12A10A,,,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",No,No,,,12.0,10,750,No,,,,,,,,,04/12/2019,04/12/2019,"United States, Canada",ES_31705_CCF12A10A_04122019085949_9589557,No,CCF12A10A
2364949,Friedrich,CCW06B10A,,,,,,,6000,,Window,,,No,None,"2. Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",,No,,,12.1,10,372,No,,,,,,,,,08/20/2020,08/25/2020,United States,ES_31705_CCW06B10A_08252020023533_2933723,No,CCW06B10A
2364952,Friedrich,CCW08B10A,,,,,,,8000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,500,No,,,,,,,,,08/20/2020,08/25/2020,United States,ES_31705_CCW08B10A_08252020024634_3594339,No,CCW08B10A
2364953,Friedrich,CCW10B10A,,,,,,,10000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,625,No,,,,,,,,,08/20/2020,08/25/2020,United States,ES_31705_CCW10B10A_08252020024959_3799394,No,CCW10B10A
2364954,Friedrich,CCW12B10A,,,,,,,12000,,Window,,,No,None,"3. Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",,No,,,12.0,10,750,No,,,,,,,,,08/20/2020,08/25/2020,United States,ES_31705_CCW12B10A_08252020025314_3994501,No,CCW12B10A
2364955,Friedrich,CCW15B10A,,,,,,,15000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,953,No,,,,,,,,,08/20/2020,08/25/2020,United States,ES_31705_CCW15B10A_08252020030342_4622848,No,CCW15B10A
2364957,Friedrich,CCW18B30A,,,,,,,18000,,Window,,,No,None,"4. Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",,No,,,11.8,10,1144,No,,,,,,,,,08/20/2020,08/25/2020,United States,ES_31705_CCW18B30A_08252020030600_4760726,No,CCW18B30A
2364958,Friedrich,CCW24B30A,,,,,,,24000,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1748,No,,,,,,,,,08/20/2020,08/25/2020,United States,ES_31705_CCW24B30A_08252020031116_5076168,No,CCW24B30A
2335193,Friedrich,KCL24A30A,,,,,,,24000,,Window,,,No,None,"5a. Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",,No,,,10.3,10,1748,No,,,,,,,,,03/15/2019,03/22/2019,"United States, Canada",ES_31705_KCL24A30A_03252019213103_9463426,No,KCL24A30A
