Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Cooling_Capacity__BTU_Hour__d,Electrical_Power_Input__Watts__d,Combined_Energy_Efficiency_Ratio_d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s,individual_model_number_modified
GREE,"(12) With reverse cycle, without louvered sides, and less than 14,000 Btu/h",GAA12AA-D6NRNB4D,N,12000.0,1260.0,9.4,No,No,https://global.gree.com/channels/123.html,N
GREE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",GAC12AA-A6NRNB4D,N,12000.0,1230.0,9.7,No,No,https://global.gree.com/channels/123.html,N
GREE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",GAC09AA-D6NRNB4D,N,9400.0,940.0,9.9,No,No,https://global.gree.com/channels/123.html,N
GREE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",GAE09AA-D6NRNB4D,N,9400.0,940.0,9.9,No,No,https://global.gree.com/channels/123.html,N
Honeywell,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",KC-18/YXRD(E1/6)(000819),HAC6,6000.0,530.0,11.6,No,No,By annual report date,HAC6
Honeywell,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KC-29/YXRD(E1/6)(002056),HAC10,10000.0,870.0,11.4,No,No,By annual report date,HAC10
GREE,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",GJC25BN-D6NRNC5B,N,25000.0,2410.0,10.3,No,No,https://global.gree.com/channels/123.html,N
GREE,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",GJE24BN-D6NRNE2B,N,24000.0,2550.0,9.4,No,No,https://global.gree.com/channels/123.html,N
GREE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",GJC18BY-D6NRNC5C,N,18200.0,1640.0,11.0,No,No,https://global.gree.com/channels/123.html,N
Friedrich,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",KC-18/YXRD(E1/6)(001571),CCF06B10A,6000.0,490.0,12.1,No,No,By annual report date,CCF06B10A
Windmill,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",08W2Wi,08W2Wi,8000.0,740.0,15.0,No,No,https://windmillair.com,08W2Wi
Windmill,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",10W2Wi,10W2Wi,10000.0,960.0,15.0,No,No,https://windmillair.com,10W2Wi
CONSERVATOR,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KC-23/YXRD(E1/6)(000815),VATS08A1,8000.0,690.0,11.4,No,No,By annual report date,VATS08A1
Midea,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",MAT12R1ZWT,MAT12R1ZWT,12000.0,1110.0,10.5,No,No,https://www.midea.com/content/dam/midea-aem/us/energy-guides/MAT12R1ZWT.pdf,MAT12R1ZWT
Midea,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",MAW18R2BWT,MAW18R2BWT,18000.0,1510.0,11.8,No,No,https://www.midea.com/content/dam/midea-aem/us/air-conditioners/energy-guides/MAW18R2BWT.pdf,MAW18R2BWT
Midea,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",MAW15R1BWT,MAW15R1BWT,14500.0,1260.0,11.3,No,No,https://www.midea.com/content/dam/midea-aem/us/air-conditioners/energy-guides/MAW15R1BWT-ok.pdf,MAW15R1BWT
Arctic King,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KAW12R1BWT,KAW12R1BWT,12000.0,990.0,12.0,No,No,https://www.midea.com/content/dam/midea-aem/us/air-conditioners/energy-guides,KAW12R1BWT
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW8022IVSM,LW8022IVSM,8000.0,1020.0,15.5,No,No,http://www.lg.com/global/support/ftclabel,LW8022IVSM
Crosley,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KC-29/YXRD(E1/6)(002056),CATS10D1,10000.0,870.0,11.4,No,No,By annual report date,CATS10D1
Crosley,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",KC-41/YXRD(E1/6)(000797),CATS14A1,14000.0,1230.0,11.3,No,No,By annual report date,CATS14A1
Crosley,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",KC-52/YXRD(E/6)(001969),CATS18C2(230V),17600.0,1500.0,11.3,No,No,By annual report date,CATS18C2
Crosley,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",KC-70/YXRD(E/6)(002038),CATS24C2(208V),24000.0,2420.0,9.8,No,No,By annual report date,CATS24C2
Crosley,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",KC-35/YXRD(E1/6)(002095),CTTE12A1,12000.0,1160.0,10.0,No,No,By annual report date,CTTE12A1
Crosley,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",KC-35/YXRD(E/6)(000938),CTTE12A2(208V),12000.0,1160.0,10.0,No,No,By annual report date,CTTE12A2
Friedrich,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",KC-18/YXRD(E1/6)(Z4U20301000997),CCW06B10B,6000.0,590.0,12.1,No,No,By annual report date,CCW06B10B
TOSCANA,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWC-10CRD1/L0U(ES),57H-IFJ-TWAC10CRD1LT,10000.0,810.0,12.0,No,No,https://icuracao.com/toscana-5000-btu-window-ac-remote-control-cooling-only-doe-ul.html,57H-IFJ-TWAC10CRD1LT
Friedrich,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",KC-29/YXRD(E1/6)(000424),UCT10B10A,10000.0,980.0,10.1,No,No,By annual report date,UCT10B10A
Friedrich,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",KC-35/YXRD(E1/6)(002095),UCT12B10A,12000.0,1160.0,10.0,No,No,By annual report date,UCT12B10A
Friedrich,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",KC-35/YXRD(E/6)(000938),UCT12B30A(208V),12000.0,1160.0,10.0,No,No,By annual report date,UCT12B30A
Friedrich,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KC-29/YXRD(E1/6)(000872),CCW10B10B,10000.0,890.0,11.4,No,No,By annual report date,CCW10B10B
Friedrich,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KC-35/YXRD(E1/6)(000873),CCW12B10B,12000.0,1020.0,11.4,No,No,By annual report date,CCW12B10B
ABL,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",KC-35/YXRD(E/6)(000938),ATTW-12CRA2(208V),11600.0,1130.0,10.0,No,No,By annual report date,ATTW-12CRA2
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1217ERSM1,LW1217ERSM1,12000.0,1030.0,11.4,No,No,http://www.lg.com/global/support/ftclabel,LW1217ERSM1
Frigidaire Gallery,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",GHWQ105WD1,GHWQ105WD1,10000.0,870.0,15.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/GHWQ105WD_EG.pdf,GHWQ105WD1
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW8016ER,LW8016ER,8000.0,660.0,12.0,No,No,http://www.lg.com/global/support/ftclabel,LW8016ER
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1016ER,LW1016ER,10000.0,820.0,12.0,No,No,http://www.lg.com/global/support/ftclabel,LW1016ER
LG,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",LW2516ER,LW2516ER,24500.0,2370.0,10.3,No,No,http://www.lg.com/global/support/ftclabel,LW2516ER
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1216ER,LW1216ER,12000.0,990.0,12.0,No,No,http://www.lg.com/global/support/ftclabel,LW1216ER
LG,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",LW1522IVSM,LW1522IVSM,14000.0,1380.0,14.7,No,No,http://www.lg.com/global/support/ftclabel,LW1522IVSM
COAST AIR,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",KC-41/YXRD(E1/6)(000797),CEW141DS,14000.0,1230.0,11.3,No,No,https://www.coastair-ac.com,CEW141DS
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ10DWJ** (208V),AJCQ10DWJ**,10100.0,920.0,10.6,No,No,By annual report date,AJCQ10DWJ..
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJCQ12DWJ** (230V),AJCQ12DWJ**,12100.0,1120.0,10.5,No,No,By annual report date,AJCQ12DWJ..
Friedrich,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",KC-41/YXRD(E1/6)(000797),CCF14B10B,14000.0,1230.0,11.3,No,No,By annual report date,CCF14B10B
Friedrich,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KC-35/YXRD(E1/6)(002147),CCF12B10B,12000.0,1040.0,11.4,No,No,By annual report date,CCF12B10B
Friedrich,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",KC-70/YXRD(E/6)(002038),CCW24B30B,23600.0,2400.0,9.8,No,No,By annual report date,CCW24B30B
Midea,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MAW10V1QWT,MAW10V1QWT,10000.0,870.0,15.0,No,No,https://www.midea.com/us/air-conditioners/window-air-conditioners/10000-btu-u-shaped-air-conditioner-maw10v1qwt,MAW10V1QWT
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FHWC084WB1,FHWW084WD1,8000.0,650.0,12.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux Assets/Document/Energy Guide/FHWW084WD1_EG.pdf,FHWW084WD1
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FHWC124WB1,FHWC124WB1,12000.0,990.0,12.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux Assets/Document/Energy Guide/FHWC124WB1_EG.pdf,FHWC124WB1
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AKCQ08ACJ**,AKCQ08ACJ**,8200.0,760.0,10.6,No,No,By annual report date,AKCQ08ACJ..
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AKCQ12ACJ**,AKCQ12ACJ**,12000.0,1110.0,10.5,No,No,By annual report date,AKCQ12ACJ..
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AKCQ12DCJ** (208),AKCQ12DCJ**,11800.0,1110.0,10.5,No,No,By annual report date,AKCQ12DCJ..
Midea,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MAW12S1WWT,MAW12S1WWT,12000.0,1030.0,11.4,No,No,https://www.midea.com/us/Air-Conditioners/Window-Air-Conditioners,MAW12S1WWT
Midea,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MAW08S1WWT,MAW08S1WWT,8000.0,700.0,11.4,No,No,https://www.midea.com/us/Air-Conditioners/Window-Air-Conditioners,MAW08S1WWT
TCL,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",KC-41/YXRD(E1/6)(000797),W14W9E2-3,14000.0,1230.0,11.3,No,No,By annual report date,W14W9E2-3
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KC-35/YXRD(E1/6)(002147),W12W9E2-3,12000.0,1040.0,11.4,No,No,By annual report date,W12W9E2-3
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KC-23/YXRD(E1/6)(000815),W8W9E2-3,8000.0,690.0,11.4,No,No,By annual report date,W8W9E2-3
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FHWC063TB1,FHWC063TB1,6000.0,490.0,12.1,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FHWC063TB1_EG.pdf,FHWC063TB1
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1017ERSM1,LW1017ERSM1,10000.0,870.0,11.4,No,No,http://www.lg.com/global/support/ftclabel,LW1017ERSM1
COOL-LIVING,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KC-23/YXRD(E1/6)(000798),CL-08CRD1,8000.0,690.0,11.0,No,No,By annual report date,CL-08CRD1
GE Profile,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AHTR10ACH2,AHTR10ACH2,10100.0,800.0,15.7,No,No,By Annual Report Date,AHTR10ACH2
GE,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AEH24DV** (230),AEH24DX**,24500.0,2290.0,10.3,No,No,By annual report date,AEH24DX..
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AHFK18AAW1 (208),QHEK18ACW1,18200.0,1560.0,11.3,No,No,By Annual report date,QHEK18ACW1
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AHTK18BA** (208V),AHTK18BA**,18300.0,1550.0,11.3,No,No,By Annual report date,AHTK18BA..
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AHFK18AAW1 (230),AHFK18AAW1,18600.0,1600.0,11.3,No,No,By Annual report date,AHFK18AAW1
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AEC18DY** (230),AEC18DY**,18100.0,1550.0,11.3,No,No,By Annual report date,AEC18DY..
GE,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AHC14AZ**,QHEK14AC**,14000.0,1210.0,11.3,No,No,By annual report date,QHEK14AC..
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AHTK12AAW1,AHTK12AAW1,12300.0,1050.0,11.4,No,No,By Annual Report Date,AHTK12AAW1
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AHH12AW**,AHH12AW**,11800.0,950.0,12.0,No,No,By Annual Report Date,AHH12AW..
Haier,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AHC08LYW2,QHEK08AC**,8100.0,690.0,11.4,No,No,By annual report date,QHEK08AC..
GE,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",AHD06LZ**,AHD06LZ**,6400.0,520.0,12.1,No,No,By annual report date,AHD06LZ..
GE Profile,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",AHTT06BC**,AHTT06BC**,6100.0,510.0,11.5,No,No,By annual report date,AHTT06BC..
GE,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AHFK24BA** (230V),AHFK24BA**,23700.0,2380.0,9.8,No,No,By annual report date,AHFK24BA..
GE,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AHFK24BA** (208V),AHFK24BA**,23100.0,2300.0,9.8,No,No,By annual report date,AHFK24BA..
Midea,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MAW08S1WWT-T,MAW08S1WWT-T,8000.0,680.0,11.4,No,No,By annual report date,MAW08S1WWT-T
Midea,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MAW10S1WWT-T,MAW10S1WWT-T,10000.0,860.0,11.4,No,No,By annual report date,MAW10S1WWT-T
Acekool,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",TWC-06CRD1/L0U(ES),TWC-06CRD1/L1U(ES,6000.0,490.0,12.1,No,No,By annual report date,TWC-06CRD1/L1U
Acekool,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWC-08CRD1/L0U(ES),TWC-08CRD1/L0U(ES),8000.0,640.0,12.0,No,No,By annual report date,TWC-08CRD1/L0U
Acekool,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",KC-23/YXRDBp(E1/6)(001740,ACE-WAC8K-I,5000.0,460.0,11.0,No,No,By annual report date,ACE-WAC8K-I
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FHWC083TB1,FHWC083TB1,8000.0,650.0,12.0,No,No,https://na2.electroluxmedia.com/Original/Electrolux/Electrolux%20Assets/Document/Energy%20Guide/FHWC083TB1_EG.pdf,FHWC083TB1
Toshiba,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",RAC-WK1514ESCWRU,RAC-WK1514ESCWRU,14500.0,1260.0,11.3,No,No,https://www.toshiba-lifestyle.com/us/air-conditioners/window-air-conditioners/15000-btu-115-volt-touch-control-window-air-conditioner-with-remote1,RAC-WK1514ESCWRU
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1217ERSM1,LW1217ERSM1,12000.0,1030.0,11.4,No,No,http://www.lg.com/global/support/ftclabel,LW1217ERSM1
LG,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",LW1223ERSM,LW1223ERSM,12000.0,1030.0,11.4,No,No,http://www.lg.com/global/support/ftclabel,LW1223ERSM
Hisense,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AW2223TW3W,AW2223TW3W,22000.0,2150.0,15.0,No,No,https://www.dropbox.com/t/CTd8qV4Af1Hl5HLj,AW2223TW3W
Hisense,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",AW1823TW3W,AW1823TW3W,18000.0,1600.0,15.0,No,No,https://www.dropbox.com/t/CTd8qV4Af1Hl5HLj,AW1823TW3W
Hisense,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AW1023TW1W,AW1023TW1W,10000.0,940.0,15.0,No,No,https://www.dropbox.com/t/CTd8qV4Af1Hl5HLj,AW1023TW1W
Hisense,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AW0823CW1W,AW0823CW1W,8000.0,700.0,11.4,No,No,https://www.dropbox.com/t/CTd8qV4Af1Hl5HLj,AW0823CW1W
GREE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",GJC08BK-A6NRNC5D,GJC08BK-A6NRNC5D,8000.0,660.0,12.0,No,No,https://global.gree.com/channels/123.html,GJC08BK-A6NRNC5D
GE,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AHFK24AAW1 (208V),AHFK24AAW1,23400.0,2340.0,9.8,No,No,By annual report date,AHFK24AAW1
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AHTK10AA**,AHTK10AA**,10100.0,860.0,11.4,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AHTK10AA..
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AHC10LYQ2,AHC10LYQ2,10100.0,860.0,11.4,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AHC10LYQ2
TCL,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",KC-44/YXRD(E1/6)(01071),H15W25W,15000.0,1270.0,11.8,No,No,By annual report date,H15W25W
TCL,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",TTW-10CRA1/J6U(ES),10T3E1-CA,10000.0,930.0,10.6,No,No,By annual report date,10T3E1-CA
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-10CRA1/L0U(ES),10W3E1,10000.0,830.0,12.0,No,No,By annual report date,10W3E1
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-10CRA1/L0U(ES),10W9E1,10000.0,830.0,12.0,No,No,By annual report date,10W9E1
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-10CRA1/L0U(ES),10W9E1-A,10000.0,830.0,12.0,No,No,By annual report date,10W9E1-A
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-12CRA1/L0U(ES),12W3E1-A,12000.0,970.0,12.0,No,No,By annual report date,12W3E1-A
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-12CRA1/L0U(ES),12W9E1,12000.0,970.0,12.0,No,No,By annual report date,12W9E1
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-12CRA1/L0U(ES),12W9E1-A,12000.0,970.0,12.0,No,No,By annual report date,12W9E1-A
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWC-08CRA1/L0UV(ES),8W9E1,8000.0,660.0,12.0,No,No,By annual report date,8W9E1
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWC-08CRD1/L0U(ES),8W9ER1-A,8000.0,640.0,12.0,No,No,By annual report date,8W9ER1-A
TCL,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",TTW-10CRA1/J6U(ES),W10T9E1-A,10000.0,930.0,10.6,No,No,By annual report date,W10T9E1-A
TCL,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",TTW-10CRA2/J6U(ES),W10T9EX1-A(208V),9800.0,900.0,10.6,No,No,By annual report date,W10T9EX1-A
TCL,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",TTW-10CRA2/J6U(ES),W10T9EX1-A(230V),10000.0,920.0,10.6,No,No,By annual report date,W10T9EX1-A
Friedrich,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",WCT12A30B,WCT12A30B,12000.0,1130.0,10.5,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true,WCT12A30B
Friedrich,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",WCT10A30A,WCT10A30A,10000.0,940.0,10.6,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true,WCT10A30A
Friedrich,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",KHS10A10A,KHS10A10A,10000.0,920.0,10.8,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true,KHS10A10A
Friedrich,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",KHM18A34A,KHM18A34A,17500.0,1610.0,10.8,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true,KHM18A34A
Friedrich,"(13) With reverse cycle, with louvered sides, and 20,000 Btu/h or more",KHL24A35A,KHL24A35A,24000.0,2330.0,10.2,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true,KHL24A35A
Friedrich,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KCS08A10A,KCS08A10A,8000.0,660.0,12.0,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true,KCS08A10A
Friedrich,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",KCM18A30A,KCM18A30A,20000.0,1920.0,10.3,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true,KCM18A30A
Friedrich,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",KCM14A10A,KCM14A10A,13800.0,1140.0,12.0,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true,KCM14A10A
Friedrich,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",KCL24A30B,KCL24A30B,23000.0,2210.0,10.3,No,No,https://www.friedrich.com/professional/support/product-resources?type=Energy+Guide&all=true,KCL24A30B
MRCOOL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",MWUC10T115,MWUC10T115,10000.0,860.0,15.0,No,No,https://mrcool.com/wp-content/dox_repo/EnergyGuide/mc_MWUC-10-115_Certs.pdf,MWUC10T115
Breeze33,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",BZ3318WAC2,BZ3318WAC2,18000.0,1510.0,11.8,No,No,https://breeze33.com/air-conditioners/,BZ3318WAC2
Koldfront,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WAC8003WCO,WAC8003WCO,8000.0,670.0,12.0,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562013488/Koldfront/WAC8003WCO_Energy_Guide.pdf,WAC8003WCO
Koldfront,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",WTC10002WCO115V,WTC10002WCO115V,10000.0,940.0,10.6,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562029392/Koldfront/WTC10002WCO115V_Energy_Guide.pdf,WTC10002WCO115V
Koldfront,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",WTC10012WCO230V,WTC10012WCO230V,10000.0,940.0,10.6,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562029420/Koldfront/WTC10012WCO230V_Energy_Guide.pdf,WTC10012WCO230V
Koldfront,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",WTC12002WCO115V,WTC12002WCO115V,12000.0,1140.0,10.5,No,No,https://res.cloudinary.com/ldi/raw/upload/v1562029462/Koldfront/WTC12002WCO115V_Energy_Guide.pdf,WTC12002WCO115V
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ10ACH**,AJCM10ACH**,10100.0,910.0,10.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJCM10ACH..
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJCQ12DCH** (230),AJCM12DCH**,12500.0,1130.0,10.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJCM12DCH..
GE,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AJCQ10ACH**,AJCQ10ACH**,10100.0,910.0,10.6,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJCQ10ACH..
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJCQ12DCH** (208),AJCQ12DCH**,12200.0,1100.0,10.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJCQ12DCH..
GE,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AJCQ12DCH** (230),AJCQ12DCH**,12500.0,1130.0,10.5,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJCQ12DCH..
GE,"(7) Without reverse cycle, without louvered sides, and 6,000 to 7,999 Btu/h",AJCQ06LWH**,AJCQ06LWH**,6300.0,560.0,11.0,No,No,http://www.geappliances.com/ge/service-and-support/literature.htm,AJCQ06LWH..
